Date/Time,100m_N Avg [m/s],Pressure 5m [mbar],98m WV [°],78m WV [°],48m WV [°],Temp 5m [°C],Hum 5m
2018-12-01 00:00:00,10.654,1012.2,52.0,45.0,29.5,22.5,46.5
2018-12-01 00:10:00,10.531,1012.1,53.4,47.8,32.3,22.2,47.5
2018-12-01 00:20:00,9.976,1012.2,53.4,46.4,29.5,22.1,48.3
2018-12-01 00:30:00,9.617,1012.1,52.0,46.4,30.9,22.2,48.5
2018-12-01 00:40:00,9.001,1012.0,53.4,47.8,32.3,22.2,49.0
2018-12-01 00:50:00,8.841,1012.0,52.0,46.4,33.8,22.2,49.3
2018-12-01 01:00:00,8.228,1011.9,49.2,43.6,28.1,22.2,49.3
2018-12-01 01:10:00,8.628,1011.8,49.2,40.8,25.3,22.4,49.2
2018-12-01 01:20:00,8.679,1011.8,47.8,39.4,22.5,22.4,49.4
2018-12-01 01:30:00,8.964,1011.7,47.8,35.2,23.9,21.6,51.6
2018-12-01 01:40:00,9.35,1011.6,49.2,39.4,25.3,21.5,51.8
2018-12-01 01:50:00,9.568,1011.6,47.8,39.4,26.7,21.4,52.0
2018-12-01 02:00:00,9.671,1011.5,47.8,40.8,25.3,20.7,53.7
2018-12-01 02:10:00,9.254,1011.4,45.0,38.0,23.9,20.2,55.1
2018-12-01 02:20:00,9.377,1011.3,46.4,39.4,23.9,19.8,56.4
2018-12-01 02:30:00,9.401,1011.2,46.4,39.4,25.3,19.7,57.0
2018-12-01 02:40:00,9.802,1011.0,45.0,36.6,22.5,19.7,56.8
2018-12-01 02:50:00,9.973,1010.9,45.0,35.2,21.1,19.6,56.6
2018-12-01 03:00:00,10.349,1010.8,47.8,39.4,23.9,19.8,55.4
2018-12-01 03:10:00,10.106,1010.7,46.4,38.0,22.5,20.2,54.1
2018-12-01 03:20:00,9.91,1010.7,46.4,38.0,21.1,19.7,55.8
2018-12-01 03:30:00,9.831,1010.7,45.0,38.0,21.1,19.6,56.2
2018-12-01 03:40:00,9.247,1010.7,43.6,33.8,16.9,19.2,57.3
2018-12-01 03:50:00,9.421,1010.5,45.0,35.2,19.7,19.1,58.2
2018-12-01 04:00:00,9.04,1010.5,43.6,32.3,15.5,18.7,59.8
2018-12-01 04:10:00,8.5,1010.5,39.4,28.1,9.8,18.6,60.3
2018-12-01 04:20:00,8.697,1010.5,39.4,28.1,9.8,18.5,60.4
2018-12-01 04:30:00,8.512,1010.5,38.0,28.1,9.8,18.2,61.3
2018-12-01 04:40:00,8.736,1010.4,36.6,26.7,11.3,18.2,60.9
2018-12-01 04:50:00,8.338,1010.4,35.2,25.3,8.4,18.2,60.8
2018-12-01 05:00:00,8.247,1010.5,38.0,28.1,11.3,18.2,60.2
2018-12-01 05:10:00,8.252,1010.4,35.2,25.3,9.8,18.6,59.0
2018-12-01 05:20:00,7.916,1010.5,32.3,23.9,7.0,18.2,60.1
2018-12-01 05:30:00,8.21,1010.5,35.2,25.3,9.8,18.1,60.7
2018-12-01 05:40:00,7.931,1010.4,35.2,26.7,9.8,18.3,59.3
2018-12-01 05:50:00,8.481,1010.5,38.0,29.5,11.3,18.6,58.6
2018-12-01 06:00:00,8.039,1010.5,36.6,26.7,9.8,18.7,58.1
2018-12-01 06:10:00,7.538,1010.6,33.8,23.9,5.6,18.6,58.3
2018-12-01 06:20:00,7.876,1010.6,36.6,25.3,7.0,18.3,59.6
2018-12-01 06:30:00,7.746,1010.7,33.8,23.9,5.6,18.2,59.7
2018-12-01 06:40:00,7.641,1010.8,35.2,25.3,7.0,18.1,60.3
2018-12-01 06:50:00,8.183,1010.8,38.0,26.7,9.8,18.2,59.8
2018-12-01 07:00:00,8.414,1010.9,45.0,30.9,12.7,18.3,59.4
2018-12-01 07:10:00,8.228,1011.0,45.0,30.9,15.5,18.3,59.4
2018-12-01 07:20:00,8.505,1011.1,42.2,28.1,9.8,18.3,59.9
2018-12-01 07:30:00,8.485,1011.4,42.2,28.1,11.3,18.0,60.9
2018-12-01 07:40:00,8.596,1011.5,39.4,26.7,11.3,18.2,60.4
2018-12-01 07:50:00,8.886,1011.6,42.2,29.5,15.5,18.6,59.8
2018-12-01 08:00:00,8.549,1011.6,46.4,32.3,18.3,19.0,59.2
2018-12-01 08:10:00,8.537,1011.6,47.8,32.3,19.7,19.2,58.3
2018-12-01 08:20:00,8.481,1011.8,45.0,30.9,21.1,19.4,58.0
2018-12-01 08:30:00,8.213,1011.9,42.2,29.5,16.9,19.9,57.3
2018-12-01 08:40:00,8.233,1012.0,39.4,26.7,15.5,20.4,56.2
2018-12-01 08:50:00,8.657,1012.0,42.2,29.5,18.3,20.9,54.7
2018-12-01 09:00:00,9.31,1012.1,46.4,33.8,19.7,21.3,53.6
2018-12-01 09:10:00,8.802,1012.3,46.4,33.8,22.5,21.4,53.7
2018-12-01 09:20:00,7.501,1012.4,46.4,38.0,29.5,21.8,53.7
2018-12-01 09:30:00,6.833,1012.5,47.8,40.8,33.8,22.2,53.2
2018-12-01 09:40:00,6.408,1012.6,52.0,45.0,36.6,22.7,52.9
2018-12-01 09:50:00,6.307,1012.5,52.0,45.0,36.6,23.2,52.1
2018-12-01 10:00:00,6.337,1012.3,50.6,43.6,36.6,23.7,51.5
2018-12-01 10:10:00,5.711,1012.3,54.8,47.8,39.4,24.2,50.7
2018-12-01 10:20:00,6.224,1012.3,53.4,49.2,42.2,24.8,50.0
2018-12-01 10:30:00,5.64,1012.2,57.7,49.2,43.6,25.4,49.6
2018-12-01 10:40:00,5.264,1012.2,60.5,54.8,52.0,25.7,49.6
2018-12-01 10:50:00,6.155,1012.1,64.7,60.5,57.7,25.8,50.0
2018-12-01 11:00:00,5.033,1012.0,67.5,64.7,63.3,26.0,49.9
2018-12-01 11:10:00,5.148,1011.9,73.1,68.9,67.5,26.5,49.2
2018-12-01 11:20:00,4.846,1011.8,81.6,80.2,80.2,26.6,50.4
2018-12-01 11:30:00,5.654,1011.6,81.6,80.2,78.8,26.9,48.6
2018-12-01 11:40:00,5.885,1011.3,81.6,80.2,78.8,26.8,48.1
2018-12-01 11:50:00,6.563,1011.1,80.2,78.8,78.8,26.8,48.6
2018-12-01 12:00:00,6.001,1011.0,83.0,81.6,80.2,26.8,47.9
2018-12-01 12:10:00,6.04,1010.8,81.6,81.6,81.6,27.1,47.5
2018-12-01 12:20:00,6.079,1010.6,83.0,83.0,83.0,27.3,46.3
2018-12-01 12:30:00,6.074,1010.3,87.2,85.8,87.2,27.3,48.0
2018-12-01 12:40:00,5.718,1010.2,81.6,81.6,84.4,27.5,46.4
2018-12-01 12:50:00,5.421,1010.0,87.2,85.8,87.2,27.6,48.2
2018-12-01 13:00:00,5.183,1009.8,83.0,81.6,83.0,27.6,48.3
2018-12-01 13:10:00,4.991,1009.6,81.6,80.2,80.2,27.7,45.2
2018-12-01 13:20:00,5.765,1009.4,80.2,78.8,77.3,28.0,45.7
2018-12-01 13:30:00,5.767,1009.1,84.4,81.6,81.6,28.0,46.6
2018-12-01 13:40:00,5.32,1008.9,87.2,85.8,90.0,27.7,53.6
2018-12-01 13:50:00,6.005,1008.8,95.6,94.2,94.2,27.3,57.3
2018-12-01 14:00:00,5.883,1008.7,99.8,98.4,98.4,27.5,53.7
2018-12-01 14:10:00,5.559,1008.5,99.8,97.0,99.8,27.4,56.4
2018-12-01 14:20:00,5.927,1008.3,99.8,98.4,99.8,27.4,56.4
2018-12-01 14:30:00,6.349,1008.1,99.8,98.4,97.0,27.6,56.4
2018-12-01 14:40:00,7.444,1008.0,97.0,94.2,92.8,27.4,55.3
2018-12-01 14:50:00,7.383,1008.0,92.8,90.0,90.0,27.1,56.3
2018-12-01 15:00:00,7.096,1007.8,91.4,90.0,91.4,27.1,57.0
2018-12-01 15:10:00,7.368,1007.8,92.8,90.0,90.0,27.3,53.7
2018-12-01 15:20:00,7.378,1007.7,95.6,92.8,92.8,27.6,54.3
2018-12-01 15:30:00,7.223,1007.6,99.8,97.0,94.2,27.9,51.3
2018-12-01 15:40:00,7.383,1007.6,98.4,95.6,94.2,27.6,51.5
2018-12-01 15:50:00,6.688,1007.6,101.3,99.8,98.4,27.6,52.5
2018-12-01 16:00:00,6.828,1007.5,102.7,99.8,99.8,27.7,53.2
2018-12-01 16:10:00,6.872,1007.4,104.1,102.7,101.3,27.9,51.4
2018-12-01 16:20:00,7.007,1007.4,104.1,101.3,101.3,27.7,54.6
2018-12-01 16:30:00,7.361,1007.4,102.7,99.8,99.8,27.5,55.1
2018-12-01 16:40:00,7.167,1007.4,104.1,101.3,101.3,27.4,57.3
2018-12-01 16:50:00,7.265,1007.4,105.5,104.1,102.7,27.3,58.6
2018-12-01 17:00:00,7.128,1007.5,106.9,105.5,105.5,27.3,58.7
2018-12-01 17:10:00,7.155,1007.6,105.5,104.1,104.1,27.1,58.3
2018-12-01 17:20:00,7.034,1007.7,105.5,105.5,105.5,26.8,61.3
2018-12-01 17:30:00,7.032,1007.7,105.5,105.5,105.5,26.5,61.9
2018-12-01 17:40:00,6.995,1007.7,104.1,104.1,102.7,26.4,62.5
2018-12-01 17:50:00,6.806,1007.8,105.5,104.1,104.1,26.4,61.3
2018-12-01 18:00:00,6.816,1007.8,104.1,102.7,102.7,26.3,60.2
2018-12-01 18:10:00,6.735,1007.9,102.7,98.4,99.8,26.3,58.7
2018-12-01 18:20:00,6.565,1008.0,99.8,97.0,99.8,26.3,58.0
2018-12-01 18:30:00,6.634,1008.0,99.8,98.4,99.8,26.2,58.6
2018-12-01 18:40:00,6.632,1008.0,98.4,98.4,97.0,26.0,59.6
2018-12-01 18:50:00,6.519,1008.0,98.4,98.4,99.8,26.0,60.8
2018-12-01 19:00:00,6.565,1008.2,99.8,99.8,99.8,25.9,61.8
2018-12-01 19:10:00,6.548,1008.2,98.4,97.0,98.4,25.9,61.5
2018-12-01 19:20:00,6.273,1008.3,97.0,97.0,97.0,25.9,61.0
2018-12-01 19:30:00,5.986,1008.4,97.0,95.6,95.6,25.9,60.9
2018-12-01 19:40:00,5.892,1008.4,97.0,95.6,94.2,25.8,61.2
2018-12-01 19:50:00,5.74,1008.5,95.6,92.8,91.4,25.8,62.5
2018-12-01 20:00:00,5.956,1008.6,92.8,90.0,90.0,25.8,64.6
2018-12-01 20:10:00,5.765,1008.7,90.0,88.6,87.2,25.7,65.9
2018-12-01 20:20:00,5.2,1008.8,87.2,85.8,81.6,25.4,67.9
2018-12-01 20:30:00,4.923,1009.0,83.0,80.2,77.3,25.3,67.5
2018-12-01 20:40:00,4.586,1009.0,70.3,64.7,53.4,24.8,68.5
2018-12-01 20:50:00,5.733,1009.1,73.1,67.5,56.3,23.8,70.3
2018-12-01 21:00:00,6.3,1009.2,71.7,67.5,60.5,23.3,70.6
2018-12-01 21:10:00,6.605,1009.2,67.5,66.1,59.1,23.3,68.0
2018-12-01 21:20:00,7.4,1009.1,63.3,60.5,57.7,23.0,66.3
2018-12-01 21:30:00,7.015,1009.1,63.3,59.1,57.7,22.4,65.6
2018-12-01 21:40:00,5.757,1009.2,63.3,61.9,59.1,22.2,60.7
2018-12-01 21:50:00,5.396,1009.2,63.3,61.9,59.1,22.4,57.0
2018-12-01 22:00:00,5.539,1009.2,64.7,61.9,56.3,22.7,52.9
2018-12-01 22:10:00,6.393,1009.2,53.4,52.0,46.4,23.0,50.9
2018-12-01 22:20:00,7.226,1009.1,54.8,45.0,36.6,22.9,49.3
2018-12-01 22:30:00,7.52,1009.1,53.4,45.0,35.2,22.6,49.9
2018-12-01 22:40:00,7.609,1009.1,50.6,42.2,33.8,22.5,50.2
2018-12-01 22:50:00,7.626,1009.0,52.0,42.2,35.2,22.2,49.7
2018-12-01 23:00:00,7.363,1009.0,53.4,45.0,33.8,22.4,47.9
2018-12-01 23:10:00,7.002,1009.0,61.9,49.2,38.0,22.6,46.9
2018-12-01 23:20:00,7.069,1009.0,61.9,49.2,35.2,22.4,47.9
2018-12-01 23:30:00,6.941,1009.0,60.5,49.2,35.2,21.8,50.3
2018-12-01 23:40:00,7.061,1008.8,59.1,49.2,32.3,21.6,49.8
2018-12-01 23:50:00,7.093,1008.8,57.7,46.4,29.5,21.8,49.9
2018-12-02 00:00:00,6.993,1008.8,56.3,46.4,28.1,21.6,49.9
2018-12-02 00:10:00,7.437,1008.7,60.5,50.6,32.3,21.5,50.0
2018-12-02 00:20:00,7.734,1008.6,63.3,50.6,35.2,21.5,49.4
2018-12-02 00:30:00,7.889,1008.6,60.5,46.4,32.3,21.8,49.3
2018-12-02 00:40:00,8.174,1008.5,59.1,46.4,33.8,21.6,49.8
2018-12-02 00:50:00,8.179,1008.4,56.3,45.0,28.1,21.4,51.4
2018-12-02 01:00:00,7.967,1008.4,54.8,43.6,25.3,21.1,51.5
2018-12-02 01:10:00,7.781,1008.3,54.8,40.8,21.1,21.1,51.6
2018-12-02 01:20:00,7.921,1008.2,53.4,40.8,22.5,21.0,52.1
2018-12-02 01:30:00,8.034,1008.2,54.8,40.8,22.5,21.0,52.6
2018-12-02 01:40:00,7.805,1008.1,52.0,38.0,21.1,20.8,53.3
2018-12-02 01:50:00,7.94,1008.0,47.8,33.8,18.3,20.4,54.4
2018-12-02 02:00:00,8.434,1007.8,47.8,38.0,21.1,20.2,55.4
2018-12-02 02:10:00,8.535,1007.8,49.2,39.4,19.7,20.4,55.2
2018-12-02 02:20:00,7.805,1007.7,45.0,33.8,19.7,20.2,55.7
2018-12-02 02:30:00,8.328,1007.6,47.8,35.2,21.1,20.0,56.3
2018-12-02 02:40:00,8.458,1007.6,49.2,38.0,22.5,20.0,56.2
2018-12-02 02:50:00,8.694,1007.6,49.2,42.2,23.9,20.0,56.4
2018-12-02 03:00:00,8.635,1007.6,50.6,45.0,26.7,19.9,56.6
2018-12-02 03:10:00,8.323,1007.5,53.4,45.0,25.3,19.6,57.6
2018-12-02 03:20:00,8.097,1007.5,54.8,43.6,22.5,19.3,58.5
2018-12-02 03:30:00,7.756,1007.4,54.8,43.6,22.5,19.4,58.1
2018-12-02 03:40:00,7.997,1007.3,56.3,43.6,23.9,19.6,57.7
2018-12-02 03:50:00,8.061,1007.2,52.0,40.8,21.1,19.4,58.0
2018-12-02 04:00:00,8.503,1007.1,46.4,33.8,16.9,19.2,58.6
2018-12-02 04:10:00,7.994,1007.1,42.2,29.5,15.5,19.0,59.2
2018-12-02 04:20:00,8.22,1006.9,43.6,29.5,16.9,19.1,58.7
2018-12-02 04:30:00,7.918,1007.0,40.8,26.7,12.7,19.2,58.3
2018-12-02 04:40:00,8.129,1007.1,42.2,28.1,11.3,18.8,60.3
2018-12-02 04:50:00,8.051,1007.0,39.4,28.1,11.3,18.2,63.1
2018-12-02 05:00:00,8.385,1007.0,39.4,28.1,14.1,17.9,64.3
2018-12-02 05:10:00,8.299,1007.0,39.4,28.1,14.1,18.1,64.0
2018-12-02 05:20:00,7.884,1007.1,35.2,25.3,9.8,18.0,64.3
2018-12-02 05:30:00,7.857,1007.3,35.2,25.3,9.8,17.9,64.9
2018-12-02 05:40:00,8.085,1007.4,39.4,26.7,11.3,17.9,64.7
2018-12-02 05:50:00,7.741,1007.5,39.4,26.7,11.3,17.7,64.9
2018-12-02 06:00:00,7.574,1007.6,39.4,25.3,8.4,17.6,65.3
2018-12-02 06:10:00,7.118,1007.7,33.8,21.1,5.6,17.6,65.6
2018-12-02 06:20:00,7.334,1007.7,35.2,23.9,5.6,17.6,65.1
2018-12-02 06:30:00,7.491,1007.8,35.2,23.9,7.0,17.6,64.7
2018-12-02 06:40:00,7.476,1007.8,33.8,23.9,7.0,17.6,64.6
2018-12-02 06:50:00,7.511,1007.9,33.8,23.9,7.0,17.6,64.2
2018-12-02 07:00:00,7.803,1008.0,38.0,26.7,8.4,17.7,63.7
2018-12-02 07:10:00,7.827,1008.2,40.8,28.1,12.7,18.0,63.1
2018-12-02 07:20:00,7.255,1008.3,38.0,25.3,11.3,18.1,62.7
2018-12-02 07:30:00,7.179,1008.5,38.0,25.3,9.8,18.3,62.0
2018-12-02 07:40:00,7.039,1008.7,38.0,23.9,8.4,18.5,61.4
2018-12-02 07:50:00,7.471,1008.8,42.2,28.1,12.7,18.6,61.0
2018-12-02 08:00:00,8.151,1009.0,49.2,35.2,15.5,18.8,60.8
2018-12-02 08:10:00,7.663,1009.1,45.0,29.5,11.3,19.0,60.4
2018-12-02 08:20:00,7.648,1009.2,42.2,26.7,7.0,19.3,59.7
2018-12-02 08:30:00,7.577,1009.3,42.2,26.7,7.0,19.6,59.7
2018-12-02 08:40:00,7.341,1009.3,43.6,29.5,12.7,20.0,58.5
2018-12-02 08:50:00,7.459,1009.4,46.4,32.3,16.9,20.7,57.4
2018-12-02 09:00:00,6.875,1009.5,45.0,29.5,16.9,21.4,54.9
2018-12-02 09:10:00,7.005,1009.7,47.8,32.3,15.5,22.0,52.7
2018-12-02 09:20:00,6.411,1009.8,52.0,39.4,25.3,22.6,50.8
2018-12-02 09:30:00,5.161,1009.9,50.6,42.2,33.8,23.1,50.0
2018-12-02 09:40:00,4.648,1010.0,52.0,45.0,38.0,23.5,49.1
2018-12-02 09:50:00,4.149,1010.0,50.6,47.8,42.2,24.1,47.9
2018-12-02 10:00:00,4.095,1010.0,54.8,49.2,45.0,24.4,46.4
2018-12-02 10:10:00,4.508,1010.0,59.1,50.6,45.0,24.8,45.3
2018-12-02 10:20:00,4.031,1010.0,52.0,49.2,47.8,24.9,44.8
2018-12-02 10:30:00,3.95,1010.0,49.2,46.4,45.0,25.4,43.9
2018-12-02 10:40:00,3.916,1010.0,53.4,47.8,43.6,25.9,43.1
2018-12-02 10:50:00,3.42,1009.9,49.2,42.2,39.4,26.3,42.7
2018-12-02 11:00:00,3.555,1009.8,61.9,60.5,56.3,26.8,41.5
2018-12-02 11:10:00,3.091,1009.7,70.3,70.3,75.9,27.1,42.8
2018-12-02 11:20:00,3.363,1009.5,63.3,68.9,74.5,27.0,45.3
2018-12-02 11:30:00,3.41,1009.4,68.9,73.1,83.0,26.8,45.7
2018-12-02 11:40:00,3.206,1009.3,67.5,73.1,81.6,26.8,45.2
2018-12-02 11:50:00,3.432,1009.1,73.1,77.3,85.8,26.9,45.2
2018-12-02 12:00:00,3.412,1008.9,75.9,80.2,88.6,27.0,45.8
2018-12-02 12:10:00,3.297,1008.8,85.8,91.4,97.0,27.1,48.1
2018-12-02 12:20:00,3.552,1008.6,91.4,95.6,105.5,27.1,51.1
2018-12-02 12:30:00,4.181,1008.5,101.3,105.5,111.1,26.8,52.4
2018-12-02 12:40:00,4.355,1008.4,106.9,108.3,112.5,27.1,52.4
2018-12-02 12:50:00,4.515,1008.2,109.7,111.1,113.9,26.9,56.4
2018-12-02 13:00:00,4.562,1008.0,109.7,111.1,112.5,26.5,59.8
2018-12-02 13:10:00,4.24,1007.8,115.3,116.7,113.9,26.5,59.9
2018-12-02 13:20:00,4.12,1007.6,116.7,113.9,112.5,26.6,60.7
2018-12-02 13:30:00,4.368,1007.4,115.3,111.1,111.1,26.5,61.0
2018-12-02 13:40:00,3.997,1007.2,116.7,112.5,112.5,26.6,59.7
2018-12-02 13:50:00,4.35,1007.0,116.7,113.9,112.5,26.6,59.0
2018-12-02 14:00:00,4.056,1006.9,115.3,112.5,112.5,26.8,59.4
2018-12-02 14:10:00,3.999,1006.8,118.1,115.3,113.9,26.9,59.4
2018-12-02 14:20:00,3.955,1006.7,122.3,119.5,118.1,26.8,58.6
2018-12-02 14:30:00,4.377,1006.6,120.9,116.7,118.1,26.9,57.9
2018-12-02 14:40:00,4.655,1006.5,125.2,120.9,118.1,27.0,58.5
2018-12-02 14:50:00,4.76,1006.5,123.8,120.9,118.1,27.0,59.1
2018-12-02 15:00:00,4.67,1006.4,128.0,123.8,125.2,27.0,56.4
2018-12-02 15:10:00,5.07,1006.3,125.2,122.3,120.9,27.0,58.2
2018-12-02 15:20:00,5.168,1006.1,125.2,122.3,122.3,26.9,58.5
2018-12-02 15:30:00,4.945,1006.1,125.2,123.8,122.3,27.0,58.6
2018-12-02 15:40:00,4.834,1006.2,125.2,122.3,123.8,27.0,59.2
2018-12-02 15:50:00,4.721,1006.2,128.0,126.6,123.8,27.0,60.1
2018-12-02 16:00:00,4.679,1006.0,126.6,123.8,123.8,27.3,59.1
2018-12-02 16:10:00,5.055,1006.0,125.2,122.3,122.3,27.1,59.0
2018-12-02 16:20:00,5.188,1006.0,129.4,125.2,122.3,26.9,59.6
2018-12-02 16:30:00,5.264,1005.9,129.4,125.2,123.8,26.8,59.6
2018-12-02 16:40:00,5.298,1006.0,128.0,123.8,122.3,26.6,60.3
2018-12-02 16:50:00,5.023,1006.1,126.6,122.3,120.9,26.5,61.9
2018-12-02 17:00:00,4.984,1006.1,126.6,123.8,120.9,26.4,61.9
2018-12-02 17:10:00,4.927,1006.1,129.4,125.2,122.3,26.3,63.4
2018-12-02 17:20:00,4.719,1006.2,128.0,125.2,122.3,26.2,61.6
2018-12-02 17:30:00,4.662,1006.2,130.8,126.6,125.2,26.2,61.8
2018-12-02 17:40:00,4.35,1006.4,129.4,126.6,123.8,26.0,62.6
2018-12-02 17:50:00,4.098,1006.5,129.4,125.2,123.8,25.9,64.9
2018-12-02 18:00:00,3.845,1006.6,128.0,125.2,123.8,25.9,65.6
2018-12-02 18:10:00,3.329,1006.6,125.2,122.3,122.3,25.8,66.8
2018-12-02 18:20:00,3.209,1006.7,125.2,123.8,123.8,25.7,67.3
2018-12-02 18:30:00,3.042,1006.8,128.0,123.8,122.3,25.7,67.6
2018-12-02 18:40:00,2.472,1006.9,128.0,125.2,123.8,25.5,66.9
2018-12-02 18:50:00,1.74,1007.0,125.2,120.9,122.3,25.5,66.3
2018-12-02 19:00:00,1.789,1007.1,105.5,101.3,99.8,25.5,67.0
2018-12-02 19:10:00,1.595,1007.3,102.7,98.4,95.6,25.3,68.1
2018-12-02 19:20:00,1.699,1007.4,104.1,97.0,94.2,25.2,68.5
2018-12-02 19:30:00,1.794,1007.5,104.1,98.4,92.8,25.1,68.5
2018-12-02 19:40:00,1.527,1007.7,95.6,90.0,83.0,24.9,68.7
2018-12-02 19:50:00,1.735,1007.7,84.4,77.3,70.3,24.9,69.6
2018-12-02 20:00:00,2.15,1007.9,77.3,70.3,60.5,24.7,69.1
2018-12-02 20:10:00,2.568,1008.0,75.9,68.9,59.1,24.4,67.3
2018-12-02 20:20:00,2.752,1008.1,74.5,68.9,50.6,24.3,67.0
2018-12-02 20:30:00,2.848,1008.2,81.6,75.9,64.7,24.3,68.5
2018-12-02 20:40:00,3.017,1008.3,78.8,73.1,64.7,24.7,68.5
2018-12-02 20:50:00,3.241,1008.4,83.0,78.8,73.1,24.7,68.8
2018-12-02 21:00:00,3.083,1008.3,81.6,77.3,68.9,24.6,70.1
2018-12-02 21:10:00,2.47,1008.4,78.8,71.7,50.6,24.2,70.6
2018-12-02 21:20:00,2.023,1008.4,77.3,68.9,38.0,23.8,71.2
2018-12-02 21:30:00,1.76,1008.5,78.8,67.5,40.8,24.0,70.7
2018-12-02 21:40:00,1.645,1008.5,83.0,68.9,36.6,24.0,69.7
2018-12-02 21:50:00,1.009,1008.7,84.4,60.5,347.3,23.8,70.2
2018-12-02 22:00:00,0.923,1008.6,77.3,56.3,355.8,23.5,70.8
2018-12-02 22:10:00,1.104,1008.6,77.3,57.7,0.0,23.2,70.7
2018-12-02 22:20:00,1.571,1008.5,61.9,38.0,354.4,23.1,71.3
2018-12-02 22:30:00,1.559,1008.4,61.9,32.3,345.9,22.7,71.7
2018-12-02 22:40:00,1.239,1008.5,54.8,19.7,340.3,22.6,72.3
2018-12-02 22:50:00,1.249,1008.5,35.2,8.4,343.1,22.6,71.8
2018-12-02 23:00:00,1.843,1008.5,2.8,347.3,336.1,22.5,70.9
2018-12-02 23:10:00,2.379,1008.5,348.8,338.9,338.9,22.4,69.6
2018-12-02 23:20:00,3.115,1008.5,345.9,344.5,341.7,22.0,68.8
2018-12-02 23:30:00,3.191,1008.4,345.9,345.9,343.1,21.8,68.5
2018-12-02 23:40:00,2.735,1008.4,351.6,348.8,341.7,21.8,67.7
2018-12-02 23:50:00,2.7,1008.4,354.4,345.9,344.5,22.0,66.0
2018-12-03 00:00:00,3.113,1008.3,358.6,351.6,350.2,22.1,65.1
2018-12-03 00:10:00,3.457,1008.3,0.0,358.6,350.2,21.9,65.6
2018-12-03 00:20:00,3.668,1008.2,5.6,0.0,354.4,21.5,66.3
2018-12-03 00:30:00,3.729,1008.2,9.8,1.4,355.8,21.3,66.5
2018-12-03 00:40:00,3.57,1008.1,14.1,4.2,355.8,21.3,65.9
2018-12-03 00:50:00,3.857,1008.0,12.7,2.8,351.6,21.3,64.8
2018-12-03 01:00:00,3.572,1008.0,14.1,4.2,355.8,21.4,63.1
2018-12-03 01:10:00,3.511,1008.0,22.5,9.8,1.4,21.6,62.0
2018-12-03 01:20:00,3.823,1008.0,26.7,16.9,1.4,21.3,63.4
2018-12-03 01:30:00,4.183,1007.7,33.8,25.3,9.8,21.1,63.7
2018-12-03 01:40:00,4.891,1007.7,38.0,30.9,19.7,20.9,64.7
2018-12-03 01:50:00,5.058,1007.7,36.6,26.7,14.1,20.7,66.8
2018-12-03 02:00:00,5.487,1007.7,42.2,32.3,18.3,20.7,67.0
2018-12-03 02:10:00,5.586,1007.6,32.3,19.7,8.4,20.4,66.8
2018-12-03 02:20:00,5.986,1007.5,23.9,16.9,9.8,20.3,67.7
2018-12-03 02:30:00,6.568,1007.5,21.1,12.7,5.6,20.5,65.8
2018-12-03 02:40:00,6.71,1007.5,22.5,14.1,7.0,20.5,64.3
2018-12-03 02:50:00,6.813,1007.4,21.1,11.3,8.4,20.4,63.4
2018-12-03 03:00:00,7.169,1007.4,19.7,11.3,8.4,20.2,64.5
2018-12-03 03:10:00,7.744,1007.4,21.1,11.3,8.4,19.9,64.2
2018-12-03 03:20:00,7.646,1007.4,25.3,15.5,8.4,20.0,62.5
2018-12-03 03:30:00,7.25,1007.3,30.9,19.7,9.8,20.2,61.0
2018-12-03 03:40:00,6.99,1007.4,36.6,22.5,8.4,20.2,60.7
2018-12-03 03:50:00,6.671,1007.5,40.8,25.3,7.0,20.2,59.7
2018-12-03 04:00:00,6.609,1007.5,39.4,26.7,7.0,20.0,59.2
2018-12-03 04:10:00,6.519,1007.5,38.0,23.9,7.0,19.7,59.6
2018-12-03 04:20:00,6.546,1007.4,39.4,26.7,9.8,19.6,60.4
2018-12-03 04:30:00,6.794,1007.3,38.0,25.3,12.7,19.7,60.5
2018-12-03 04:40:00,6.671,1007.4,38.0,23.9,8.4,20.0,59.9
2018-12-03 04:50:00,6.575,1007.5,36.6,23.9,7.0,20.2,59.8
2018-12-03 05:00:00,6.293,1007.6,36.6,23.9,7.0,20.0,60.1
2018-12-03 05:10:00,6.177,1007.6,36.6,22.5,5.6,19.7,61.2
2018-12-03 05:20:00,6.541,1007.7,36.6,23.9,8.4,19.4,62.4
2018-12-03 05:30:00,6.609,1007.6,38.0,26.7,9.8,19.4,63.0
2018-12-03 05:40:00,6.533,1007.6,38.0,23.9,8.4,19.4,62.7
2018-12-03 05:50:00,6.747,1007.7,33.8,19.7,7.0,19.7,62.0
2018-12-03 06:00:00,6.494,1007.8,30.9,18.3,7.0,19.6,62.0
2018-12-03 06:10:00,6.6,1007.9,35.2,19.7,7.0,19.6,62.1
2018-12-03 06:20:00,6.646,1008.0,38.0,22.5,8.4,19.6,62.4
2018-12-03 06:30:00,6.558,1008.1,36.6,22.5,8.4,19.6,62.7
2018-12-03 06:40:00,6.501,1008.3,36.6,22.5,7.0,19.4,63.1
2018-12-03 06:50:00,6.808,1008.4,38.0,23.9,8.4,19.4,63.5
2018-12-03 07:00:00,6.875,1008.5,39.4,25.3,8.4,19.4,63.6
