Date/Time,100m_N Avg [m/s],Pressure 5m [mbar],98m WV [°],78m WV [°],48m WV [°],Temp 5m [°C],Hum 5m
2019-03-26 11:20:00,6.829,1010.4,101.3,102.7,109.7,29.9,43.7
2019-03-26 11:30:00,7.45,1010.3,101.3,101.3,105.5,29.6,41.7
2019-03-26 11:40:00,8.721,1010.1,101.3,99.8,101.3,29.7,40.5
2019-03-26 11:50:00,8.94,1010.0,101.3,98.4,101.3,29.9,41.5
2019-03-26 12:00:00,8.792,1010.0,101.3,97.0,99.8,29.9,42.7
2019-03-26 12:10:00,8.104,1009.9,101.3,98.4,101.3,30.3,39.8
2019-03-26 12:20:00,7.604,1009.9,102.7,99.8,99.8,30.8,39.2
2019-03-26 12:30:00,9.189,1009.8,102.7,99.8,99.8,30.7,39.8
2019-03-26 12:40:00,7.896,1009.6,102.7,98.4,97.0,31.2,35.3
2019-03-26 12:50:00,8.133,1009.4,104.1,101.3,104.1,31.9,34.2
2019-03-26 13:00:00,8.408,1009.4,102.7,101.3,102.7,31.3,35.3
2019-03-26 13:10:00,8.506,1009.2,105.5,104.1,108.3,31.3,34.5
2019-03-26 13:20:00,8.604,1009.0,106.9,104.1,111.1,31.3,35.2
2019-03-26 13:30:00,8.244,1008.8,108.3,106.9,109.7,31.5,32.6
2019-03-26 13:40:00,8.185,1008.6,108.3,106.9,111.1,31.6,33.9
2019-03-26 13:50:00,8.645,1008.4,112.5,109.7,113.9,31.3,38.0
2019-03-26 14:00:00,8.408,1008.2,112.5,112.5,116.7,31.0,36.6
2019-03-26 14:10:00,7.996,1008.0,113.9,113.9,119.5,31.0,38.1
2019-03-26 14:20:00,7.908,1007.9,115.3,115.3,122.3,31.0,37.7
2019-03-26 14:30:00,7.175,1007.8,113.9,112.5,118.1,31.0,37.5
2019-03-26 14:40:00,7.141,1007.6,116.7,116.7,120.9,31.0,38.6
2019-03-26 14:50:00,7.288,1007.6,115.3,113.9,120.9,31.5,35.4
2019-03-26 15:00:00,7.087,1007.5,116.7,116.7,120.9,31.6,33.3
2019-03-26 15:10:00,7.545,1007.3,120.9,119.5,122.3,31.9,32.5
2019-03-26 15:20:00,7.611,1007.2,122.3,120.9,123.8,32.0,30.6
2019-03-26 15:30:00,7.896,1007.1,123.8,119.5,120.9,32.0,31.6
2019-03-26 15:40:00,8.023,1007.0,120.9,116.7,120.9,31.9,33.0
2019-03-26 15:50:00,8.251,1007.0,118.1,115.3,123.8,31.5,34.7
2019-03-26 16:00:00,8.302,1006.9,119.5,115.3,122.3,31.5,35.2
2019-03-26 16:10:00,8.219,1006.9,119.5,116.7,120.9,31.5,36.4
2019-03-26 16:20:00,8.371,1006.8,118.1,113.9,116.7,31.5,34.3
2019-03-26 16:30:00,8.16,1006.7,120.9,118.1,123.8,31.6,33.3
2019-03-26 16:40:00,8.43,1006.8,116.7,115.3,120.9,31.4,36.9
2019-03-26 16:50:00,8.322,1006.7,120.9,118.1,123.8,31.3,38.3
2019-03-26 17:00:00,8.217,1006.8,120.9,118.1,125.2,31.2,39.4
2019-03-26 17:10:00,8.018,1006.7,123.8,120.9,126.6,31.2,39.9
2019-03-26 17:20:00,7.621,1006.8,123.8,120.9,128.0,31.3,36.4
2019-03-26 17:30:00,7.445,1006.8,125.2,123.8,137.8,31.2,39.2
2019-03-26 17:40:00,7.41,1006.9,125.2,125.2,137.8,30.5,42.6
2019-03-26 17:50:00,7.484,1006.9,122.3,122.3,132.2,30.5,40.6
2019-03-26 18:00:00,7.241,1006.9,123.8,123.8,136.4,30.4,40.9
2019-03-26 18:10:00,6.239,1007.0,129.4,132.2,146.3,30.5,40.3
2019-03-26 18:20:00,5.631,1007.3,126.6,132.2,146.3,30.5,38.5
2019-03-26 18:30:00,6.268,1007.3,122.3,126.6,139.2,31.0,32.7
2019-03-26 18:40:00,6.543,1007.4,115.3,118.1,133.6,31.2,32.6
2019-03-26 18:50:00,4.391,1007.7,118.1,160.3,240.5,31.0,34.1
2019-03-26 19:00:00,4.053,1007.8,91.4,132.2,174.4,31.4,25.4
2019-03-26 19:10:00,2.073,1008.0,52.0,163.1,165.9,32.5,21.9
2019-03-26 19:20:00,2.654,1008.2,4.2,178.6,202.5,31.6,25.8
2019-03-26 19:30:00,3.166,1008.3,353.0,205.3,240.5,31.6,26.2
2019-03-26 19:40:00,3.112,1008.5,288.3,278.4,271.4,30.9,30.3
2019-03-26 19:50:00,3.688,1008.6,298.1,291.1,284.1,30.8,30.0
2019-03-26 20:00:00,3.859,1008.8,296.7,291.1,286.9,30.7,29.9
2019-03-26 20:10:00,4.783,1009.0,295.3,289.7,288.3,30.5,29.7
2019-03-26 20:20:00,5.188,1009.1,302.3,296.7,292.5,30.7,28.9
2019-03-26 20:30:00,4.764,1009.2,298.1,291.1,288.3,30.7,28.4
2019-03-26 20:40:00,4.84,1009.4,299.5,292.5,286.9,30.7,28.4
2019-03-26 20:50:00,4.59,1009.5,300.9,293.9,286.9,30.3,29.3
2019-03-26 21:00:00,4.688,1009.6,305.2,296.7,286.9,29.9,30.4
2019-03-26 21:10:00,3.656,1009.6,313.6,303.8,292.5,29.8,31.3
2019-03-26 21:20:00,4.102,1009.7,310.8,300.9,291.1,29.7,31.5
2019-03-26 21:30:00,5.023,1009.7,309.4,299.5,292.5,29.7,31.0
2019-03-26 21:40:00,5.467,1009.9,313.6,306.6,299.5,29.6,30.9
2019-03-26 21:50:00,5.555,1009.9,312.2,306.6,299.5,29.3,32.1
2019-03-26 22:00:00,5.984,1009.9,312.2,305.2,300.9,29.2,34.2
2019-03-26 22:10:00,6.055,1009.9,308.0,302.3,296.7,29.0,35.8
2019-03-26 22:20:00,6.489,1009.9,305.2,300.9,296.7,28.8,36.1
2019-03-26 22:30:00,6.597,1009.9,302.3,296.7,295.3,29.2,33.7
2019-03-26 22:40:00,6.734,1010.0,305.2,299.5,298.1,29.2,33.2
2019-03-26 22:50:00,6.317,1009.9,310.8,305.2,300.9,29.4,31.0
2019-03-26 23:00:00,5.509,1009.8,315.0,308.0,303.8,29.6,30.4
2019-03-26 23:10:00,5.452,1009.8,319.2,312.2,306.6,29.6,30.6
2019-03-26 23:20:00,5.457,1009.7,323.4,315.0,310.8,29.1,32.6
2019-03-26 23:30:00,5.241,1009.5,327.7,316.4,316.4,28.1,36.1
2019-03-26 23:40:00,5.415,1009.6,341.7,329.1,323.4,27.5,37.6
2019-03-26 23:50:00,5.477,1009.5,350.2,337.5,327.7,27.4,37.7
2019-03-27 00:00:00,5.423,1009.5,355.8,343.1,329.1,27.4,38.0
2019-03-27 00:10:00,5.597,1009.5,0.0,350.2,338.9,27.4,37.6
2019-03-27 00:20:00,6.334,1009.5,7.0,0.0,344.5,27.6,36.5
2019-03-27 00:30:00,6.116,1009.4,16.9,7.0,353.0,28.0,34.1
2019-03-27 00:40:00,6.646,1009.2,23.9,14.1,1.4,28.0,32.6
2019-03-27 00:50:00,6.891,1009.1,28.1,19.7,7.0,27.7,31.6
2019-03-27 01:00:00,6.839,1008.9,28.1,21.1,7.0,27.3,31.4
2019-03-27 01:10:00,6.864,1008.8,26.7,19.7,5.6,26.8,31.6
2019-03-27 01:20:00,7.177,1008.8,26.7,18.3,4.2,26.5,31.0
2019-03-27 01:30:00,6.682,1008.7,14.1,4.2,354.4,26.2,31.0
2019-03-27 01:40:00,7.616,1008.6,7.0,1.4,0.0,25.7,31.3
2019-03-27 01:50:00,8.648,1008.6,7.0,2.8,1.4,25.8,30.3
2019-03-27 02:00:00,9.763,1008.6,1.4,357.2,358.6,25.7,29.8
2019-03-27 02:10:00,9.408,1008.5,0.0,354.4,353.0,25.4,30.2
2019-03-27 02:20:00,9.974,1008.5,1.4,357.2,353.0,25.4,28.8
2019-03-27 02:30:00,10.003,1008.5,0.0,358.6,358.6,25.8,27.2
2019-03-27 02:40:00,11.353,1008.4,4.2,0.0,358.6,26.3,26.0
2019-03-27 02:50:00,11.471,1008.4,4.2,0.0,0.0,26.4,26.1
2019-03-27 03:00:00,11.621,1008.4,2.8,0.0,0.0,26.4,26.2
2019-03-27 03:10:00,12.052,1008.4,1.4,0.0,358.6,26.4,26.9
2019-03-27 03:20:00,12.277,1008.4,2.8,0.0,0.0,26.4,27.6
2019-03-27 03:30:00,12.231,1008.4,2.8,0.0,358.6,26.4,28.2
2019-03-27 03:40:00,11.648,1008.5,4.2,1.4,358.6,26.4,28.6
2019-03-27 03:50:00,10.584,1008.5,5.6,1.4,358.6,26.4,28.7
2019-03-27 04:00:00,10.594,1008.6,5.6,1.4,357.2,26.5,28.9
2019-03-27 04:10:00,9.584,1008.7,7.0,1.4,357.2,26.4,29.3
2019-03-27 04:20:00,10.26,1008.8,5.6,1.4,357.2,26.4,29.4
2019-03-27 04:30:00,11.143,1008.8,4.2,1.4,0.0,26.2,29.8
2019-03-27 04:40:00,12.312,1008.8,4.2,1.4,0.0,26.3,29.9
2019-03-27 04:50:00,12.699,1008.8,1.4,0.0,358.6,26.3,29.8
2019-03-27 05:00:00,12.03,1008.8,2.8,358.6,358.6,26.3,30.2
2019-03-27 05:10:00,10.086,1009.0,0.0,357.2,357.2,26.2,30.6
2019-03-27 05:20:00,8.44,1009.1,0.0,355.8,358.6,26.0,31.3
2019-03-27 05:30:00,8.437,1009.2,358.6,355.8,358.6,25.8,31.9
2019-03-27 05:40:00,9.312,1009.3,357.2,354.4,355.8,25.3,32.7
2019-03-27 05:50:00,9.577,1009.4,354.4,347.3,353.0,24.7,33.8
2019-03-27 06:00:00,9.05,1009.5,357.2,345.9,348.8,24.2,34.7
2019-03-27 06:10:00,8.18,1009.5,358.6,351.6,348.8,23.8,35.2
2019-03-27 06:20:00,7.974,1009.7,358.6,353.0,347.3,23.7,35.6
2019-03-27 06:30:00,7.873,1009.9,0.0,355.8,354.4,23.7,35.5
2019-03-27 06:40:00,9.508,1009.9,1.4,0.0,1.4,24.1,35.3
2019-03-27 06:50:00,10.202,1010.0,1.4,4.2,0.0,23.8,35.8
2019-03-27 07:00:00,10.226,1010.2,2.8,4.2,0.0,23.5,36.7
2019-03-27 07:10:00,9.939,1010.3,5.6,1.4,1.4,23.6,37.1
2019-03-27 07:20:00,9.569,1010.5,7.0,0.0,1.4,24.0,37.7
2019-03-27 07:30:00,10.282,1010.6,4.2,0.0,0.0,24.4,38.1
2019-03-27 07:40:00,9.898,1010.7,5.6,1.4,358.6,24.9,38.3
2019-03-27 07:50:00,8.579,1010.8,8.4,1.4,358.6,25.4,38.3
2019-03-27 08:00:00,8.52,1010.9,7.0,1.4,355.8,26.0,38.5
2019-03-27 08:10:00,9.319,1011.1,2.8,358.6,353.0,26.5,38.8
2019-03-27 08:20:00,8.244,1011.2,5.6,1.4,354.4,27.1,38.5
2019-03-27 08:30:00,6.915,1011.3,5.6,0.0,355.8,27.7,37.6
2019-03-27 08:40:00,5.783,1011.4,12.7,2.8,358.6,28.1,36.7
2019-03-27 08:50:00,4.788,1011.5,14.1,4.2,358.6,28.6,35.6
2019-03-27 09:00:00,4.835,1011.6,12.7,2.8,357.2,29.1,34.7
2019-03-27 09:10:00,4.607,1011.6,14.1,4.2,357.2,29.8,32.8
2019-03-27 09:20:00,4.082,1011.6,18.3,9.8,4.2,30.4,31.5
2019-03-27 09:30:00,6.158,1011.6,18.3,12.7,9.8,31.3,27.3
2019-03-27 09:40:00,5.087,1011.7,19.7,15.5,12.7,31.6,26.2
2019-03-27 09:50:00,4.884,1011.7,23.9,16.9,8.4,32.1,26.0
2019-03-27 10:00:00,5.332,1011.7,26.7,18.3,11.3,32.4,25.6
2019-03-27 10:10:00,5.678,1011.8,26.7,19.7,18.3,32.7,24.8
2019-03-27 10:20:00,6.107,1011.7,38.0,35.2,29.5,33.1,23.7
2019-03-27 10:30:00,5.271,1011.8,33.8,28.1,23.9,33.4,22.7
2019-03-27 10:40:00,5.097,1011.7,49.2,45.0,40.8,34.0,21.2
2019-03-27 10:50:00,6.406,1011.7,50.6,46.4,43.6,34.2,19.4
2019-03-27 11:00:00,5.972,1011.7,67.5,61.9,60.5,34.3,19.7
2019-03-27 11:10:00,5.837,1011.6,87.2,84.4,87.2,34.0,21.9
2019-03-27 11:20:00,5.913,1011.5,83.0,83.0,84.4,34.0,21.9
2019-03-27 11:30:00,5.741,1011.5,87.2,85.8,88.6,34.1,21.9
2019-03-27 11:40:00,5.308,1011.3,87.2,85.8,90.0,34.1,22.1
2019-03-27 11:50:00,5.19,1011.3,99.8,102.7,109.7,33.1,28.4
2019-03-27 12:00:00,5.178,1011.2,104.1,105.5,112.5,32.1,33.2
2019-03-27 12:10:00,4.734,1011.0,101.3,106.9,113.9,31.8,35.0
2019-03-27 12:20:00,4.614,1010.8,109.7,111.1,118.1,31.9,30.5
2019-03-27 12:30:00,4.619,1010.7,113.9,115.3,119.5,31.4,33.2
2019-03-27 12:40:00,5.315,1010.5,122.3,123.8,122.3,31.0,35.8
2019-03-27 12:50:00,4.938,1010.3,122.3,123.8,128.0,31.2,36.7
2019-03-27 13:00:00,4.955,1010.2,128.0,129.4,128.0,31.3,36.1
2019-03-27 13:10:00,5.036,1010.0,126.6,125.2,126.6,31.2,32.7
2019-03-27 13:20:00,4.886,1009.9,123.8,123.8,129.4,31.4,35.8
2019-03-27 13:30:00,4.712,1009.7,125.2,123.8,129.4,31.5,36.3
2019-03-27 13:40:00,4.462,1009.4,120.9,119.5,122.3,30.9,37.4
2019-03-27 13:50:00,4.702,1009.2,123.8,120.9,120.9,31.0,36.7
2019-03-27 14:00:00,5.42,1009.1,123.8,120.9,122.3,31.0,38.2
2019-03-27 14:10:00,5.295,1008.8,128.0,125.2,128.0,30.5,40.4
2019-03-27 14:20:00,5.335,1008.8,136.4,135.0,135.0,30.9,42.8
2019-03-27 14:30:00,5.616,1008.6,143.4,140.6,143.4,30.3,47.9
2019-03-27 14:40:00,5.893,1008.5,150.5,149.1,151.9,29.9,47.5
2019-03-27 14:50:00,5.7,1008.3,153.3,150.5,157.5,29.8,48.2
2019-03-27 15:00:00,6.111,1008.2,154.7,147.7,150.5,30.1,45.8
2019-03-27 15:10:00,6.511,1008.1,156.1,153.3,160.3,30.4,47.0
2019-03-27 15:20:00,6.504,1008.0,156.1,150.5,154.7,30.3,44.8
2019-03-27 15:30:00,6.795,1007.9,154.7,151.9,156.1,30.4,46.9
2019-03-27 15:40:00,6.381,1007.8,163.1,165.9,174.4,30.2,49.6
2019-03-27 15:50:00,6.055,1007.7,177.2,185.6,199.7,30.2,54.1
2019-03-27 16:00:00,5.638,1007.7,192.7,199.7,209.5,29.7,55.8
2019-03-27 16:10:00,5.3,1007.7,199.7,205.3,215.2,29.3,54.3
2019-03-27 16:20:00,5.661,1007.7,212.3,215.2,219.4,29.8,49.9
2019-03-27 16:30:00,5.837,1007.7,226.4,226.4,227.8,29.9,49.1
2019-03-27 16:40:00,5.991,1007.7,237.7,234.8,234.8,29.9,51.3
2019-03-27 16:50:00,6.077,1007.8,246.1,243.3,239.1,29.8,51.4
2019-03-27 17:00:00,6.045,1008.0,246.1,241.9,239.1,29.7,51.4
2019-03-27 17:10:00,6.2,1007.9,246.1,243.3,244.7,29.6,48.0
2019-03-27 17:20:00,6.557,1008.0,251.7,248.9,246.1,29.8,44.8
2019-03-27 17:30:00,6.788,1008.0,253.1,248.9,244.7,30.2,39.8
2019-03-27 17:40:00,6.582,1008.1,255.9,251.7,250.3,30.4,39.9
2019-03-27 17:50:00,7.354,1008.2,251.7,247.5,244.7,30.3,41.3
2019-03-27 18:00:00,7.03,1008.3,250.3,247.5,243.3,30.2,41.0
2019-03-27 18:10:00,8.126,1008.2,250.3,247.5,246.1,30.3,39.3
2019-03-27 18:20:00,8.27,1008.3,253.1,250.3,246.1,29.9,42.8
2019-03-27 18:30:00,8.844,1008.4,257.3,253.1,248.9,29.8,44.9
2019-03-27 18:40:00,8.734,1008.4,257.3,254.5,253.1,29.8,42.5
2019-03-27 18:50:00,8.677,1008.5,258.8,253.1,250.3,29.7,44.4
2019-03-27 19:00:00,8.261,1008.7,264.4,258.8,248.9,29.2,54.1
2019-03-27 19:10:00,7.878,1008.8,264.4,258.8,247.5,28.7,56.9
2019-03-27 19:20:00,7.996,1008.9,261.6,257.3,251.7,28.6,54.8
2019-03-27 19:30:00,8.42,1009.1,261.6,257.3,255.9,28.6,53.5
2019-03-27 19:40:00,8.369,1009.2,254.5,250.3,248.9,29.1,42.5
2019-03-27 19:50:00,8.047,1009.2,250.3,244.7,241.9,29.4,45.4
2019-03-27 20:00:00,8.275,1009.3,248.9,241.9,237.7,28.7,57.3
2019-03-27 20:10:00,8.158,1009.4,250.3,241.9,234.8,27.9,65.2
2019-03-27 20:20:00,7.535,1009.4,248.9,241.9,234.8,27.4,69.8
2019-03-27 20:30:00,7.8,1009.5,250.3,240.5,233.4,27.0,74.0
2019-03-27 20:40:00,7.653,1009.6,254.5,243.3,232.0,26.6,76.3
2019-03-27 20:50:00,7.643,1009.7,261.6,247.5,232.0,26.5,77.8
2019-03-27 21:00:00,7.2,1009.8,257.3,246.1,232.0,26.3,78.9
2019-03-27 21:10:00,7.021,1009.9,257.3,247.5,234.8,26.3,79.1
2019-03-27 21:20:00,6.67,1009.9,251.7,246.1,236.3,26.2,78.7
2019-03-27 21:30:00,6.874,1010.0,258.8,243.3,230.6,26.3,78.4
2019-03-27 21:40:00,6.901,1010.0,267.2,247.5,227.8,26.2,80.1
2019-03-27 21:50:00,6.496,1010.0,267.2,251.7,227.8,26.0,81.7
2019-03-27 22:00:00,6.457,1010.0,264.4,251.7,230.6,25.9,82.8
2019-03-27 22:10:00,5.646,1010.1,260.2,251.7,230.6,25.9,83.6
2019-03-27 22:20:00,5.906,1010.3,268.6,258.8,236.3,25.8,84.4
2019-03-27 22:30:00,5.077,1010.2,271.4,261.6,243.3,25.7,84.7
2019-03-27 22:40:00,4.822,1010.2,270.0,265.8,250.3,25.7,84.8
2019-03-27 22:50:00,3.734,1010.2,274.2,265.8,254.5,25.8,84.5
2019-03-27 23:00:00,3.203,1010.2,270.0,261.6,253.1,25.9,83.1
2019-03-27 23:10:00,4.009,1010.1,268.6,263.0,257.3,26.0,81.4
2019-03-27 23:20:00,4.499,1010.1,274.2,263.0,255.9,25.9,81.1
2019-03-27 23:30:00,5.136,1010.0,278.4,270.0,260.2,25.8,78.1
2019-03-27 23:40:00,4.249,1009.9,292.5,286.9,271.4,25.9,74.8
2019-03-27 23:50:00,3.918,1009.9,313.6,296.7,278.4,26.0,71.7
2019-03-28 00:00:00,5.317,1010.0,323.4,305.2,284.1,26.2,70.9
2019-03-28 00:10:00,6.8,1010.0,333.3,320.6,296.7,25.9,74.1
2019-03-28 00:20:00,8.538,1010.0,347.3,336.1,320.6,26.0,68.7
2019-03-28 00:30:00,8.68,1010.0,353.0,344.5,334.7,26.6,60.8
2019-03-28 00:40:00,8.694,1009.9,350.2,341.7,334.7,27.0,58.6
2019-03-28 00:50:00,7.817,1009.9,354.4,343.1,327.7,26.9,60.8
2019-03-28 01:00:00,7.276,1009.8,357.2,348.8,336.1,26.4,63.8
2019-03-28 01:10:00,7.359,1009.6,357.2,351.6,347.3,26.3,60.9
2019-03-28 01:20:00,7.986,1009.5,358.6,354.4,353.0,26.4,58.1
2019-03-28 01:30:00,9.057,1009.4,358.6,355.8,353.0,26.4,49.4
2019-03-28 01:40:00,9.479,1009.3,358.6,354.4,353.0,27.0,39.4
2019-03-28 01:50:00,9.491,1009.2,358.6,355.8,353.0,27.3,34.9
2019-03-28 02:00:00,9.574,1009.0,358.6,355.8,353.0,27.3,33.4
2019-03-28 02:10:00,9.415,1008.8,0.0,357.2,357.2,27.4,32.7
2019-03-28 02:20:00,9.67,1008.8,0.0,358.6,358.6,27.5,32.1
2019-03-28 02:30:00,9.949,1008.8,1.4,358.6,358.6,27.6,31.5
2019-03-28 02:40:00,9.645,1008.6,0.0,358.6,357.2,27.6,31.1
2019-03-28 02:50:00,9.444,1008.5,0.0,357.2,355.8,27.6,31.1
2019-03-28 03:00:00,9.562,1008.4,358.6,355.8,354.4,27.4,31.3
2019-03-28 03:10:00,9.388,1008.2,358.6,357.2,355.8,27.3,31.3
2019-03-28 03:20:00,9.572,1008.2,358.6,357.2,357.2,27.3,30.8
2019-03-28 03:30:00,10.118,1008.0,0.0,355.8,355.8,27.1,30.6
2019-03-28 03:40:00,10.273,1008.0,358.6,353.0,354.4,27.1,30.4
2019-03-28 03:50:00,10.307,1008.0,358.6,354.4,354.4,27.1,30.3
2019-03-28 04:00:00,10.167,1008.0,358.6,354.4,354.4,27.3,29.8
2019-03-28 04:10:00,9.795,1007.9,0.0,355.8,355.8,27.3,29.5
2019-03-28 04:20:00,9.934,1007.8,358.6,355.8,357.2,27.1,29.7
2019-03-28 04:30:00,9.903,1007.7,358.6,354.4,355.8,26.9,29.9
2019-03-28 04:40:00,8.751,1007.7,358.6,355.8,358.6,26.9,29.3
2019-03-28 04:50:00,8.812,1007.8,0.0,357.2,0.0,26.9,28.8
2019-03-28 05:00:00,9.805,1007.9,0.0,357.2,358.6,27.1,28.1
2019-03-28 05:10:00,10.037,1007.9,0.0,357.2,357.2,27.1,28.0
2019-03-28 05:20:00,10.224,1008.0,0.0,355.8,357.2,26.9,28.3
2019-03-28 05:30:00,10.018,1008.0,358.6,357.2,358.6,26.8,28.3
2019-03-28 05:40:00,10.836,1008.1,1.4,358.6,358.6,26.9,28.1
2019-03-28 05:50:00,11.89,1008.3,2.8,358.6,358.6,27.0,28.1
2019-03-28 06:00:00,11.047,1008.4,1.4,358.6,358.6,27.0,28.3
2019-03-28 06:10:00,12.187,1008.5,4.2,0.0,358.6,27.0,28.8
2019-03-28 06:20:00,12.361,1008.5,2.8,0.0,358.6,26.9,29.5
2019-03-28 06:30:00,11.91,1008.6,4.2,0.0,358.6,26.9,30.5
2019-03-28 06:40:00,10.841,1008.8,2.8,0.0,357.2,26.9,31.5
2019-03-28 06:50:00,11.025,1009.0,4.2,358.6,357.2,26.8,32.2
2019-03-28 07:00:00,11.143,1009.2,4.2,0.0,358.6,26.5,33.2
2019-03-28 07:10:00,11.116,1009.3,2.8,0.0,357.2,26.5,34.1
2019-03-28 07:20:00,11.498,1009.4,2.8,1.4,358.6,26.8,34.9
2019-03-28 07:30:00,11.814,1009.5,4.2,1.4,0.0,27.0,35.8
2019-03-28 07:40:00,12.221,1009.5,4.2,1.4,0.0,27.5,35.8
2019-03-28 07:50:00,11.748,1009.7,2.8,1.4,0.0,27.9,35.5
2019-03-28 08:00:00,11.175,1009.8,2.8,1.4,358.6,28.1,35.0
2019-03-28 08:10:00,10.976,1010.1,2.8,1.4,358.6,28.3,34.3
2019-03-28 08:20:00,10.501,1010.3,4.2,1.4,358.6,28.8,33.2
2019-03-28 08:30:00,9.43,1010.4,5.6,1.4,358.6,29.2,32.1
2019-03-28 08:40:00,7.798,1010.5,7.0,1.4,358.6,29.6,31.5
2019-03-28 08:50:00,5.771,1010.6,9.8,4.2,1.4,30.2,30.9
2019-03-28 09:00:00,6.398,1010.7,18.3,15.5,14.1,30.8,29.3
2019-03-28 09:10:00,5.898,1010.9,19.7,16.9,16.9,30.7,28.8
2019-03-28 09:20:00,6.305,1010.9,38.0,33.8,32.3,30.9,29.2
2019-03-28 09:30:00,7.442,1011.0,30.9,25.3,22.5,30.8,29.5
2019-03-28 09:40:00,6.236,1011.2,30.9,26.7,23.9,30.8,30.2
2019-03-28 09:50:00,6.236,1011.3,36.6,30.9,26.7,31.4,28.7
2019-03-28 10:00:00,5.619,1011.3,47.8,49.2,63.3,30.9,40.0
2019-03-28 10:10:00,5.041,1011.3,38.0,43.6,71.7,29.3,44.1
2019-03-28 10:20:00,3.837,1011.3,57.7,68.9,92.8,29.1,44.6
2019-03-28 10:30:00,4.254,1011.3,80.2,94.2,108.3,28.3,50.4
2019-03-28 10:40:00,4.043,1011.3,95.6,102.7,112.5,27.9,54.1
2019-03-28 10:50:00,3.641,1011.4,102.7,111.1,115.3,27.9,55.7
2019-03-28 11:00:00,3.634,1011.4,101.3,109.7,113.9,27.9,54.0
2019-03-28 11:10:00,3.403,1011.2,97.0,106.9,112.5,27.9,52.0
2019-03-28 11:20:00,3.31,1011.1,94.2,104.1,109.7,28.0,52.1
2019-03-28 11:30:00,3.69,1011.0,106.9,112.5,118.1,28.0,51.1
2019-03-28 11:40:00,3.396,1010.9,111.1,116.7,122.3,28.2,48.5
2019-03-28 11:50:00,3.2,1010.8,118.1,122.3,123.8,28.5,47.4
2019-03-28 12:00:00,2.688,1010.7,113.9,118.1,125.2,28.7,46.1
2019-03-28 12:10:00,3.06,1010.5,105.5,119.5,128.0,29.1,45.3
2019-03-28 12:20:00,3.048,1010.3,102.7,109.7,128.0,29.3,45.2
2019-03-28 12:30:00,3.423,1010.1,101.3,102.7,120.9,29.6,45.5
2019-03-28 12:40:00,3.551,1010.0,106.9,115.3,129.4,29.2,46.4
2019-03-28 12:50:00,3.323,1009.8,120.9,132.2,133.6,29.2,51.5
2019-03-28 13:00:00,3.717,1009.7,136.4,137.8,139.2,28.8,54.1
2019-03-28 13:10:00,3.965,1009.4,132.2,137.8,139.2,29.0,52.6
2019-03-28 13:20:00,3.955,1009.3,128.0,139.2,143.4,29.2,50.7
2019-03-28 13:30:00,4.043,1009.1,123.8,133.6,142.0,29.4,49.9
2019-03-28 13:40:00,4.322,1008.9,118.1,123.8,132.2,29.8,49.4
2019-03-28 13:50:00,4.07,1008.7,119.5,128.0,136.4,29.9,47.9
2019-03-28 14:00:00,4.085,1008.6,132.2,136.4,140.6,29.8,49.6
2019-03-28 14:10:00,4.207,1008.4,147.7,150.5,149.1,29.2,48.3
2019-03-28 14:20:00,4.536,1008.2,157.5,156.1,154.7,29.2,49.7
2019-03-28 14:30:00,4.795,1008.0,157.5,156.1,153.3,29.6,49.6
2019-03-28 14:40:00,5.07,1007.8,149.1,149.1,146.3,29.4,43.2
2019-03-28 14:50:00,5.501,1007.6,147.7,142.0,144.8,29.6,44.9
2019-03-28 15:00:00,5.871,1007.3,142.0,139.2,149.1,29.7,48.6
2019-03-28 15:10:00,6.084,1007.2,139.2,136.4,147.7,29.4,50.7
2019-03-28 15:20:00,6.464,1006.9,140.6,140.6,149.1,29.7,52.7
2019-03-28 15:30:00,6.246,1006.7,144.8,142.0,153.3,29.7,53.5
2019-03-28 15:40:00,6.185,1006.6,147.7,144.8,156.1,29.6,54.7
2019-03-28 15:50:00,5.763,1006.5,149.1,149.1,160.3,29.4,54.8
2019-03-28 16:00:00,5.435,1006.3,154.7,150.5,164.5,29.4,55.8
2019-03-28 16:10:00,5.455,1006.2,160.3,168.8,181.4,29.3,59.4
2019-03-28 16:20:00,5.406,1006.3,189.8,199.7,209.5,29.1,63.1
2019-03-28 16:30:00,6.018,1006.3,225.0,226.4,229.2,29.0,59.0
2019-03-28 16:40:00,6.511,1006.2,233.4,230.6,232.0,29.3,56.6
2019-03-28 16:50:00,6.673,1006.2,246.1,244.7,243.3,29.2,58.2
2019-03-28 17:00:00,6.609,1006.2,255.9,251.7,251.7,29.2,54.9
2019-03-28 17:10:00,5.925,1006.1,258.8,255.9,251.7,29.4,50.2
2019-03-28 17:20:00,5.964,1006.1,260.2,254.5,251.7,29.8,48.2
2019-03-28 17:30:00,5.979,1006.2,257.3,251.7,247.5,29.7,46.5
2019-03-28 17:40:00,5.947,1006.2,254.5,250.3,248.9,29.6,48.3
2019-03-28 17:50:00,6.19,1006.2,248.9,244.7,241.9,29.3,49.3
2019-03-28 18:00:00,6.298,1006.3,244.7,243.3,243.3,29.0,50.2
2019-03-28 18:10:00,7.138,1006.3,244.7,243.3,241.9,29.0,50.3
2019-03-28 18:20:00,7.876,1006.2,244.7,243.3,240.5,28.8,49.6
