index,Date/Time,100m_N Avg [m/s],100m_N Std [m/s],Pressure [mbar],98m WV [°],78m WV [°],48m WV [°],Temp 5m [°C],Hum 5m [%]
0,2017-11-01 00:00:00,3.285,0.177,1009.4,11.3,0.0,355.8,22.5,62.5
1,2017-11-01 00:10:00,3.017,0.177,1009.3,14.1,1.4,358.6,22.5,61.5
2,2017-11-01 00:20:00,3.066,0.145,1009.4,29.5,12.7,1.4,22.6,61.0
3,2017-11-01 00:30:00,3.351,0.205,1009.4,33.8,16.9,2.8,22.9,59.8
4,2017-11-01 00:40:00,3.039,0.102,1009.4,26.7,7.0,358.6,23.2,57.4
5,2017-11-01 00:50:00,2.796,0.205,1009.3,35.2,18.3,0.0,23.3,54.9
6,2017-11-01 01:00:00,2.499,0.102,1009.1,29.5,23.9,0.0,24.0,51.0
7,2017-11-01 01:10:00,3.069,0.205,1009.0,33.8,26.7,2.8,23.8,50.8
8,2017-11-01 01:20:00,3.201,0.145,1009.0,45.0,38.0,21.1,23.6,50.7
9,2017-11-01 01:30:00,3.403,0.177,1008.8,40.8,33.8,18.3,23.6,48.0
10,2017-11-01 01:40:00,3.697,0.102,1008.8,42.2,32.3,19.7,24.0,46.5
11,2017-11-01 01:50:00,4.402,0.422,1008.8,42.2,35.2,21.1,23.6,47.7
12,2017-11-01 02:00:00,4.606,0.307,1008.7,45.0,36.6,22.5,23.1,49.8
13,2017-11-01 02:10:00,4.031,0.145,1008.6,47.8,39.4,19.7,23.2,47.0
14,2017-11-01 02:20:00,3.638,0.102,1008.6,46.4,36.6,15.5,23.5,45.7
15,2017-11-01 02:30:00,3.651,0.102,1008.5,40.8,30.9,16.9,23.2,47.6
16,2017-11-01 02:40:00,3.638,0.251,1008.4,39.4,30.9,16.9,23.1,47.1
17,2017-11-01 02:50:00,4.203,0.145,1008.4,33.8,19.7,7.0,23.3,44.4
18,2017-11-01 03:00:00,4.166,0.102,1008.4,28.1,12.7,2.8,23.7,42.8
19,2017-11-01 03:10:00,4.903,0.355,1008.4,29.5,15.5,2.8,23.6,43.9
20,2017-11-01 03:20:00,4.866,0.251,1008.3,43.6,26.7,4.2,23.3,45.3
21,2017-11-01 03:30:00,4.859,0.205,1008.3,39.4,19.7,1.4,23.0,46.0
22,2017-11-01 03:40:00,4.544,0.307,1008.3,32.3,11.3,1.4,23.0,45.4
23,2017-11-01 03:50:00,4.363,0.355,1008.3,18.3,2.8,1.4,22.6,46.6
24,2017-11-01 04:00:00,5.202,0.307,1008.2,5.6,1.4,0.0,22.4,46.8
25,2017-11-01 04:10:00,5.114,0.34,1008.2,11.3,2.8,1.4,22.4,44.8
26,2017-11-01 04:20:00,5.163,0.355,1008.2,11.3,2.8,1.4,23.6,39.8
27,2017-11-01 04:30:00,5.684,0.41,1008.2,11.3,2.8,1.4,24.1,38.2
28,2017-11-01 04:40:00,5.74,0.355,1008.3,15.5,4.2,1.4,24.1,39.4
29,2017-11-01 04:50:00,6.278,0.29,1008.3,21.1,7.0,1.4,23.0,43.9
30,2017-11-01 05:00:00,6.234,0.251,1008.4,28.1,12.7,2.8,22.5,45.8
31,2017-11-01 05:10:00,6.037,0.383,1008.4,22.5,7.0,1.4,22.4,45.7
32,2017-11-01 05:20:00,6.44,0.422,1008.5,29.5,12.7,1.4,22.5,45.4
33,2017-11-01 05:30:00,6.519,0.355,1008.6,40.8,23.9,8.4,22.2,46.8
34,2017-11-01 05:40:00,6.246,0.324,1008.7,32.3,18.3,4.2,22.2,45.9
35,2017-11-01 05:50:00,6.875,0.435,1008.8,39.4,25.3,12.7,22.1,48.0
36,2017-11-01 06:00:00,6.693,0.271,1009.0,43.6,28.1,14.1,21.4,50.7
37,2017-11-01 06:10:00,6.904,0.271,1009.2,45.0,32.3,16.9,21.0,51.9
38,2017-11-01 06:20:00,6.575,0.271,1009.3,46.4,32.3,19.7,20.8,52.6
39,2017-11-01 06:30:00,6.641,0.29,1009.4,47.8,33.8,19.7,20.9,53.0
40,2017-11-01 06:40:00,6.251,0.177,1009.6,52.0,36.6,19.7,20.7,52.9
41,2017-11-01 06:50:00,5.924,0.397,1009.7,53.4,39.4,22.5,20.9,51.5
42,2017-11-01 07:00:00,5.463,0.205,1009.8,53.4,39.4,25.3,21.1,49.9
43,2017-11-01 07:10:00,5.097,0.177,1009.9,46.4,36.6,23.9,21.5,48.7
44,2017-11-01 07:20:00,5.274,0.205,1010.0,49.2,38.0,23.9,22.0,46.4
45,2017-11-01 07:30:00,5.708,0.251,1010.2,46.4,35.2,21.1,22.4,45.9
46,2017-11-01 07:40:00,5.78,0.145,1010.3,47.8,33.8,18.3,22.5,47.1
47,2017-11-01 07:50:00,6.072,0.307,1010.6,43.6,30.9,19.7,22.1,49.6
48,2017-11-01 08:00:00,6.619,0.251,1010.7,46.4,33.8,21.1,22.4,49.2
49,2017-11-01 08:10:00,7.103,0.229,1010.8,49.2,39.4,23.9,22.5,49.9
50,2017-11-01 08:20:00,7.137,0.229,1011.0,45.0,33.8,19.7,22.7,49.6
51,2017-11-01 08:30:00,7.061,0.229,1011.1,45.0,33.8,19.7,23.3,48.3
52,2017-11-01 08:40:00,7.299,0.205,1011.3,43.6,32.3,22.5,24.4,47.0
53,2017-11-01 08:50:00,7.442,0.205,1011.4,46.4,35.2,23.9,25.3,41.9
54,2017-11-01 09:00:00,7.52,0.145,1011.5,47.8,35.2,23.9,25.8,41.3
55,2017-11-01 09:10:00,7.692,0.145,1011.6,45.0,33.8,23.9,26.4,39.7
56,2017-11-01 09:20:00,7.508,0.229,1011.7,45.0,32.3,22.5,27.0,38.2
57,2017-11-01 09:30:00,7.15,0.307,1011.8,38.0,26.7,22.5,27.3,38.0
58,2017-11-01 09:40:00,6.236,0.481,1012.0,33.8,23.9,19.7,27.6,36.6
59,2017-11-01 09:50:00,6.177,0.422,1012.0,36.6,25.3,21.1,28.2,35.9
60,2017-11-01 10:00:00,5.284,0.623,1012.0,42.2,32.3,25.3,28.7,36.0
61,2017-11-01 10:10:00,4.832,0.502,1012.0,43.6,32.3,25.3,28.8,35.9
62,2017-11-01 10:20:00,4.923,0.648,1012.0,49.2,42.2,39.4,29.3,34.5
63,2017-11-01 10:30:00,4.778,0.739,1011.8,50.6,45.0,38.0,29.8,32.8
64,2017-11-01 10:40:00,5.443,0.623,1011.8,47.8,42.2,39.4,30.2,30.8
65,2017-11-01 10:50:00,5.48,0.826,1011.7,49.2,43.6,42.2,30.4,31.5
66,2017-11-01 11:00:00,5.608,0.632,1011.6,50.6,42.2,39.4,30.5,31.0
67,2017-11-01 11:10:00,5.443,0.893,1011.5,57.7,52.0,49.2,30.9,29.5
68,2017-11-01 11:20:00,5.811,0.664,1011.4,57.7,52.0,52.0,31.2,28.6
69,2017-11-01 11:30:00,5.696,0.8,1011.3,63.3,57.7,53.4,31.4,27.6
70,2017-11-01 11:40:00,5.811,0.807,1011.1,70.3,64.7,63.3,31.4,27.6
71,2017-11-01 11:50:00,5.308,1.084,1011.0,70.3,67.5,67.5,31.5,30.0
72,2017-11-01 12:00:00,4.272,0.561,1010.8,75.9,75.9,81.6,31.6,33.3
73,2017-11-01 12:10:00,4.179,0.502,1010.8,84.4,84.4,90.0,31.4,36.1
74,2017-11-01 12:20:00,4.284,0.47,1010.6,84.4,85.8,90.0,31.2,37.1
75,2017-11-01 12:30:00,4.373,0.422,1010.5,83.0,84.4,90.0,31.2,37.6
76,2017-11-01 12:40:00,4.554,0.435,1010.3,87.2,87.2,95.6,30.9,38.5
77,2017-11-01 12:50:00,4.584,0.397,1010.1,84.4,84.4,90.0,30.9,39.8
78,2017-11-01 13:00:00,4.706,0.397,1010.0,88.6,88.6,94.2,30.9,40.5
79,2017-11-01 13:10:00,4.842,0.271,1009.8,94.2,94.2,95.6,30.8,41.0
80,2017-11-01 13:20:00,4.783,0.422,1009.7,94.2,92.8,95.6,30.8,43.6
81,2017-11-01 13:30:00,4.91,0.307,1009.5,97.0,94.2,94.2,30.7,39.8
82,2017-11-01 13:40:00,4.866,0.532,1009.4,101.3,97.0,99.8,30.8,43.6
83,2017-11-01 13:50:00,4.834,0.481,1009.2,99.8,98.4,99.8,30.7,47.2
84,2017-11-01 14:00:00,5.249,0.57,1009.1,99.8,98.4,101.3,30.5,49.6
85,2017-11-01 14:10:00,5.291,0.656,1009.0,99.8,97.0,101.3,30.7,47.5
86,2017-11-01 14:20:00,5.033,0.58,1008.8,99.8,98.4,102.7,30.7,43.6
87,2017-11-01 14:30:00,5.384,0.522,1008.8,97.0,92.8,92.8,30.7,39.9
88,2017-11-01 14:40:00,5.563,0.383,1008.7,91.4,88.6,91.4,31.0,38.9
89,2017-11-01 14:50:00,5.566,0.251,1008.5,88.6,85.8,87.2,31.3,37.4
90,2017-11-01 15:00:00,5.514,0.307,1008.4,91.4,87.2,90.0,31.5,38.7
91,2017-11-01 15:10:00,4.991,0.29,1008.4,87.2,84.4,91.4,31.4,39.3
92,2017-11-01 15:20:00,4.856,0.34,1008.4,87.2,83.0,87.2,31.4,38.6
93,2017-11-01 15:30:00,4.738,0.383,1008.3,85.8,83.0,87.2,31.4,38.3
94,2017-11-01 15:40:00,4.267,0.512,1008.2,84.4,78.8,83.0,31.4,37.4
95,2017-11-01 15:50:00,3.739,0.552,1008.2,87.2,81.6,81.6,31.5,35.8
96,2017-11-01 16:00:00,4.043,0.47,1008.2,85.8,80.2,83.0,31.6,31.4
97,2017-11-01 16:10:00,4.343,0.435,1008.2,90.0,83.0,81.6,31.6,30.8
98,2017-11-01 16:20:00,4.338,0.481,1008.2,87.2,81.6,78.8,31.6,31.9
99,2017-11-01 16:30:00,4.832,0.435,1008.2,90.0,85.8,83.0,31.5,32.0
100,2017-11-01 16:40:00,4.822,0.369,1008.1,88.6,83.0,83.0,31.0,35.3
101,2017-11-01 16:50:00,4.714,0.369,1008.2,85.8,83.0,83.0,30.9,34.7
102,2017-11-01 17:00:00,4.65,0.145,1008.2,84.4,81.6,83.0,30.8,36.3
103,2017-11-01 17:10:00,4.544,0.102,1008.2,81.6,75.9,78.8,30.7,36.1
104,2017-11-01 17:20:00,4.319,0.102,1008.2,78.8,73.1,70.3,30.5,36.7
105,2017-11-01 17:30:00,4.375,0.102,1008.2,84.4,77.3,70.3,30.4,37.8
106,2017-11-01 17:40:00,4.741,0.229,1008.2,90.0,83.0,74.5,30.3,39.9
107,2017-11-01 17:50:00,4.564,0.0,1008.3,87.2,78.8,75.9,30.2,39.8
108,2017-11-01 18:00:00,4.427,0.0,1008.3,81.6,75.9,71.7,30.1,38.9
109,2017-11-01 18:10:00,4.159,0.177,1008.3,80.2,68.9,64.7,29.8,41.5
110,2017-11-01 18:20:00,3.845,0.102,1008.4,78.8,70.3,56.3,29.6,42.2
111,2017-11-01 18:30:00,3.516,0.251,1008.4,77.3,64.7,47.8,29.2,45.0
112,2017-11-01 18:40:00,3.317,0.102,1008.5,77.3,66.1,52.0,28.8,44.7
113,2017-11-01 18:50:00,3.199,0.145,1008.5,71.7,61.9,49.2,28.8,42.4
114,2017-11-01 19:00:00,3.11,0.0,1008.7,64.7,53.4,38.0,28.8,39.3
115,2017-11-01 19:10:00,3.164,0.102,1008.8,71.7,61.9,54.8,28.8,38.6
116,2017-11-01 19:20:00,3.317,0.102,1008.8,68.9,63.3,57.7,28.6,40.3
117,2017-11-01 19:30:00,3.346,0.102,1009.0,60.5,57.7,54.8,28.6,42.1
118,2017-11-01 19:40:00,3.683,0.102,1009.1,47.8,46.4,45.0,28.5,42.2
119,2017-11-01 19:50:00,3.754,0.0,1009.2,46.4,42.2,36.6,28.3,38.8
120,2017-11-01 20:00:00,3.734,0.145,1009.3,47.8,39.4,23.9,28.3,37.5
121,2017-11-01 20:10:00,3.523,0.102,1009.5,45.0,38.0,16.9,27.6,40.5
122,2017-11-01 20:20:00,3.4,0.102,1009.6,46.4,39.4,32.3,27.0,41.9
123,2017-11-01 20:30:00,3.415,0.102,1009.7,42.2,32.3,14.1,26.9,41.1
124,2017-11-01 20:40:00,3.741,0.177,1009.8,32.3,23.9,8.4,26.5,42.8
125,2017-11-01 20:50:00,3.943,0.102,1009.8,26.7,22.5,14.1,25.7,45.3
126,2017-11-01 21:00:00,3.994,0.145,1009.9,29.5,19.7,5.6,25.5,45.5
127,2017-11-01 21:10:00,3.857,0.177,1009.9,35.2,25.3,19.7,25.4,45.8
128,2017-11-01 21:20:00,3.869,0.177,1010.0,42.2,29.5,26.7,25.3,46.6
129,2017-11-01 21:30:00,3.926,0.145,1009.9,45.0,32.3,14.1,25.2,46.8
130,2017-11-01 21:40:00,4.154,0.251,1009.9,46.4,29.5,9.8,25.2,46.5
131,2017-11-01 21:50:00,3.243,0.229,1010.0,42.2,28.1,11.3,25.2,46.0
132,2017-11-01 22:00:00,3.565,0.307,1010.0,46.4,32.3,14.1,25.3,44.9
133,2017-11-01 22:10:00,4.616,0.324,1010.0,53.4,40.8,21.1,25.3,44.6
134,2017-11-01 22:20:00,5.409,0.29,1010.0,52.0,39.4,22.5,25.3,44.7
135,2017-11-01 22:30:00,6.317,0.522,1010.0,52.0,38.0,21.1,24.7,47.1
136,2017-11-01 22:40:00,7.498,0.229,1010.0,60.5,46.4,25.3,24.3,47.4
137,2017-11-01 22:50:00,6.892,1.259,1010.1,61.9,52.0,40.8,24.2,47.9
138,2017-11-01 23:00:00,6.511,0.589,1010.0,59.1,52.0,38.0,24.1,47.4
139,2017-11-01 23:10:00,6.209,1.234,1010.0,60.5,54.8,46.4,24.2,45.8
140,2017-11-01 23:20:00,7.285,0.324,1010.0,53.4,43.6,35.2,24.7,44.7
141,2017-11-01 23:30:00,6.069,1.159,1010.0,59.1,50.6,40.8,24.1,48.0
142,2017-11-01 23:40:00,6.31,0.458,1009.9,53.4,47.8,40.8,24.4,43.3
143,2017-11-01 23:50:00,6.791,0.324,1009.8,57.7,45.0,38.0,24.6,44.6
144,2017-11-02 00:00:00,7.051,0.324,1009.8,63.3,52.0,36.6,24.0,46.0
145,2017-11-02 00:10:00,6.29,0.41,1009.8,64.7,53.4,36.6,24.0,45.2
146,2017-11-02 00:20:00,6.607,0.502,1009.7,64.7,50.6,36.6,24.1,45.2
147,2017-11-02 00:30:00,6.995,0.632,1009.5,61.9,50.6,35.2,24.1,45.0
148,2017-11-02 00:40:00,7.312,0.57,1009.5,61.9,49.2,36.6,24.1,45.0
149,2017-11-02 00:50:00,7.341,0.71,1009.4,61.9,50.6,35.2,24.1,44.2
150,2017-11-02 01:00:00,7.565,0.34,1009.3,57.7,46.4,32.3,24.0,44.7
151,2017-11-02 01:10:00,7.594,0.271,1009.2,59.1,47.8,30.9,24.0,43.8
152,2017-11-02 01:20:00,7.958,0.34,1009.2,57.7,46.4,25.3,23.6,44.8
153,2017-11-02 01:30:00,8.115,0.481,1009.2,56.3,45.0,25.3,23.1,46.9
154,2017-11-02 01:40:00,7.989,0.251,1009.1,54.8,45.0,23.9,23.0,47.1
155,2017-11-02 01:50:00,8.171,0.271,1009.1,53.4,42.2,22.5,22.5,49.0
156,2017-11-02 02:00:00,8.544,0.34,1009.1,50.6,38.0,22.5,22.2,49.6
157,2017-11-02 02:10:00,8.495,0.447,1009.0,49.2,35.2,23.9,22.0,49.6
158,2017-11-02 02:20:00,7.992,0.251,1009.0,54.8,39.4,36.6,21.8,50.5
159,2017-11-02 02:30:00,8.63,0.145,1008.8,59.1,45.0,25.3,21.8,50.2
160,2017-11-02 02:40:00,8.638,0.481,1008.8,54.8,43.6,25.3,21.8,50.9
161,2017-11-02 02:50:00,7.972,0.271,1008.6,49.2,40.8,18.3,21.9,50.3
162,2017-11-02 03:00:00,8.237,0.355,1008.6,52.0,40.8,21.1,22.0,49.8
163,2017-11-02 03:10:00,8.365,0.369,1008.5,52.0,39.4,19.7,22.1,48.8
164,2017-11-02 03:20:00,8.267,0.205,1008.5,53.4,43.6,23.9,21.9,49.7
165,2017-11-02 03:30:00,8.132,0.324,1008.5,52.0,42.2,22.5,21.6,50.5
166,2017-11-02 03:40:00,8.26,0.229,1008.5,53.4,42.2,22.5,21.8,49.2
167,2017-11-02 03:50:00,7.975,0.271,1008.5,57.7,46.4,23.9,21.8,48.7
168,2017-11-02 04:00:00,7.786,0.177,1008.4,60.5,46.4,25.3,21.6,49.9
169,2017-11-02 04:10:00,7.891,0.29,1008.4,63.3,50.6,29.5,21.3,50.8
170,2017-11-02 04:20:00,7.768,0.251,1008.5,67.5,53.4,33.8,21.0,53.3
171,2017-11-02 04:30:00,7.641,0.383,1008.6,66.1,53.4,35.2,20.7,55.3
172,2017-11-02 04:40:00,7.822,0.324,1008.5,63.3,53.4,36.6,20.7,55.4
173,2017-11-02 04:50:00,7.935,0.369,1008.5,63.3,50.6,32.3,20.5,55.9
174,2017-11-02 05:00:00,8.454,0.177,1008.5,64.7,52.0,32.3,20.7,54.6
175,2017-11-02 05:10:00,8.235,0.307,1008.6,61.9,47.8,29.5,21.0,52.1
176,2017-11-02 05:20:00,8.613,0.447,1008.7,59.1,46.4,30.9,21.5,49.9
177,2017-11-02 05:30:00,8.638,0.229,1008.8,60.5,47.8,29.5,21.8,48.8
178,2017-11-02 05:40:00,8.736,0.205,1008.9,60.5,46.4,28.1,21.6,50.2
179,2017-11-02 05:50:00,8.51,0.34,1009.0,60.5,47.8,29.5,21.1,51.0
180,2017-11-02 06:00:00,8.505,0.458,1009.2,60.5,47.8,29.5,21.3,50.3
181,2017-11-02 06:10:00,8.021,0.29,1009.2,60.5,46.4,29.5,21.5,48.6
182,2017-11-02 06:20:00,8.522,0.383,1009.3,60.5,46.4,28.1,21.6,48.5
183,2017-11-02 06:30:00,8.446,0.324,1009.4,59.1,49.2,29.5,21.6,48.5
184,2017-11-02 06:40:00,7.815,0.205,1009.5,63.3,50.6,30.9,21.6,48.6
185,2017-11-02 06:50:00,7.815,0.251,1009.7,61.9,47.8,29.5,21.6,49.2
186,2017-11-02 07:00:00,8.102,0.383,1009.7,59.1,46.4,28.1,21.6,49.4
187,2017-11-02 07:10:00,8.225,0.422,1009.9,59.1,46.4,26.7,21.5,49.7
188,2017-11-02 07:20:00,8.053,0.177,1010.0,57.7,46.4,25.3,21.6,50.7
189,2017-11-02 07:30:00,8.029,0.177,1010.1,57.7,46.4,26.7,21.6,52.7
190,2017-11-02 07:40:00,8.294,0.205,1010.3,60.5,46.4,26.7,21.9,52.9
191,2017-11-02 07:50:00,8.154,0.177,1010.5,60.5,43.6,25.3,22.2,52.5
192,2017-11-02 08:00:00,8.169,0.29,1010.6,56.3,40.8,23.9,22.4,53.0
193,2017-11-02 08:10:00,8.527,0.34,1010.8,54.8,39.4,25.3,22.6,52.4
194,2017-11-02 08:20:00,8.566,0.205,1010.8,57.7,42.2,25.3,23.0,52.0
195,2017-11-02 08:30:00,8.62,0.251,1010.9,61.9,46.4,26.7,23.3,50.3
196,2017-11-02 08:40:00,8.819,0.307,1011.0,57.7,43.6,23.9,24.2,44.1
197,2017-11-02 08:50:00,8.881,0.435,1011.2,59.1,42.2,26.7,24.3,44.2
198,2017-11-02 09:00:00,8.9,0.324,1011.3,54.8,39.4,26.7,24.4,45.4
199,2017-11-02 09:10:00,8.593,0.512,1011.4,56.3,40.8,29.5,24.7,47.1
200,2017-11-02 09:20:00,7.388,0.794,1011.6,53.4,42.2,32.3,25.1,48.3
201,2017-11-02 09:30:00,6.445,0.933,1011.7,50.6,43.6,36.6,25.8,47.5
202,2017-11-02 09:40:00,5.939,0.702,1011.7,52.0,42.2,36.6,26.5,45.9
203,2017-11-02 09:50:00,5.593,0.887,1011.8,54.8,47.8,42.2,27.3,44.7
204,2017-11-02 10:00:00,5.76,0.863,1011.8,59.1,50.6,43.6,27.6,42.8
205,2017-11-02 10:10:00,5.136,0.893,1011.8,54.8,47.8,45.0,28.1,41.7
206,2017-11-02 10:20:00,5.279,0.967,1011.7,59.1,52.0,47.8,28.6,41.1
207,2017-11-02 10:30:00,5.473,0.863,1011.6,66.1,59.1,54.8,28.8,40.6
208,2017-11-02 10:40:00,5.269,0.869,1011.6,67.5,60.5,57.7,29.0,42.1
209,2017-11-02 10:50:00,4.743,0.922,1011.5,70.3,63.3,61.9,29.2,42.6
210,2017-11-02 11:00:00,5.234,0.664,1011.4,73.1,68.9,67.5,29.3,42.8
211,2017-11-02 11:10:00,5.642,0.664,1011.3,74.5,71.7,73.1,29.3,44.4
212,2017-11-02 11:20:00,5.91,1.025,1011.2,74.5,70.3,70.3,29.4,44.7
213,2017-11-02 11:30:00,6.131,0.905,1011.0,75.9,71.7,70.3,29.4,43.3
214,2017-11-02 11:40:00,6.288,0.78,1010.9,75.9,71.7,70.3,29.7,41.7
215,2017-11-02 11:50:00,6.366,0.717,1010.7,78.8,71.7,67.5,29.6,42.8
216,2017-11-02 12:00:00,5.988,0.774,1010.6,77.3,70.3,67.5,29.6,43.2
217,2017-11-02 12:10:00,5.637,0.746,1010.4,81.6,73.1,70.3,29.7,42.5
218,2017-11-02 12:20:00,6.052,0.632,1010.2,88.6,83.0,81.6,29.8,41.9
219,2017-11-02 12:30:00,5.865,0.597,1009.9,88.6,83.0,81.6,30.1,39.9
220,2017-11-02 12:40:00,5.851,0.71,1009.7,88.6,83.0,81.6,30.1,40.8
221,2017-11-02 12:50:00,5.63,0.746,1009.5,92.8,88.6,87.2,30.2,42.7
222,2017-11-02 13:00:00,5.912,0.656,1009.3,97.0,90.0,87.2,30.2,43.3
223,2017-11-02 13:10:00,6.44,0.561,1009.2,94.2,90.0,88.6,29.7,45.5
224,2017-11-02 13:20:00,6.273,0.695,1009.1,98.4,91.4,91.4,29.8,45.5
225,2017-11-02 13:30:00,6.509,0.542,1008.9,95.6,90.0,91.4,29.9,47.0
226,2017-11-02 13:40:00,6.506,0.522,1008.8,98.4,92.8,90.0,29.8,47.2
227,2017-11-02 13:50:00,6.14,0.422,1008.5,92.8,85.8,84.4,29.8,46.4
228,2017-11-02 14:00:00,5.637,0.687,1008.4,99.8,94.2,91.4,29.8,47.1
229,2017-11-02 14:10:00,6.391,0.702,1008.3,101.3,94.2,94.2,30.1,45.8
230,2017-11-02 14:20:00,5.868,0.606,1008.2,98.4,91.4,90.0,30.2,43.6
231,2017-11-02 14:30:00,5.802,0.561,1008.0,98.4,91.4,87.2,30.2,41.4
232,2017-11-02 14:40:00,5.981,0.58,1008.0,101.3,95.6,94.2,30.5,39.9
233,2017-11-02 14:50:00,5.895,0.542,1008.0,101.3,95.6,95.6,30.5,39.8
234,2017-11-02 15:00:00,5.674,0.58,1007.9,99.8,95.6,97.0,30.5,38.2
235,2017-11-02 15:10:00,5.581,0.522,1007.8,98.4,91.4,92.8,30.8,37.7
236,2017-11-02 15:20:00,5.271,0.597,1007.7,101.3,95.6,95.6,30.8,38.5
237,2017-11-02 15:30:00,4.859,0.552,1007.7,106.9,99.8,92.8,30.7,40.0
238,2017-11-02 15:40:00,4.255,0.58,1007.7,101.3,95.6,92.8,30.5,41.6
239,2017-11-02 15:50:00,4.36,0.739,1007.7,101.3,94.2,91.4,30.7,42.2
240,2017-11-02 16:00:00,4.719,0.58,1007.7,98.4,92.8,91.4,30.7,39.2
241,2017-11-02 16:10:00,4.689,0.542,1007.6,97.0,92.8,90.0,30.7,38.6
242,2017-11-02 16:20:00,5.031,0.435,1007.6,91.4,87.2,88.6,30.9,34.1
243,2017-11-02 16:30:00,4.733,0.34,1007.6,91.4,88.6,91.4,31.0,35.2
244,2017-11-02 16:40:00,5.119,0.422,1007.6,91.4,88.6,90.0,30.9,37.0
245,2017-11-02 16:50:00,5.495,0.34,1007.6,88.6,84.4,85.8,30.7,36.4
246,2017-11-02 17:00:00,5.411,0.369,1007.7,85.8,80.2,80.2,30.5,41.0
247,2017-11-02 17:10:00,5.502,0.29,1007.7,81.6,75.9,73.1,30.5,36.9
248,2017-11-02 17:20:00,6.04,0.271,1007.7,80.2,74.5,73.1,30.5,34.5
249,2017-11-02 17:30:00,6.15,0.251,1007.8,80.2,74.5,71.7,30.4,35.5
250,2017-11-02 17:40:00,5.811,0.229,1007.9,78.8,73.1,71.7,30.2,37.0
251,2017-11-02 17:50:00,5.686,0.177,1007.9,75.9,71.7,70.3,29.9,37.1
252,2017-11-02 18:00:00,5.649,0.397,1007.9,71.7,67.5,64.7,29.8,36.6
253,2017-11-02 18:10:00,6.253,0.251,1008.0,68.9,63.3,59.1,29.4,36.6
254,2017-11-02 18:20:00,6.214,0.251,1008.0,67.5,60.5,57.7,29.2,36.3
255,2017-11-02 18:30:00,6.17,0.177,1008.1,64.7,59.1,54.8,29.3,36.6
256,2017-11-02 18:40:00,5.885,0.145,1008.2,61.9,59.1,57.7,29.3,36.3
257,2017-11-02 18:50:00,5.615,0.102,1008.3,54.8,49.2,52.0,29.3,36.4
258,2017-11-02 19:00:00,5.129,0.64,1008.5,61.9,56.3,59.1,28.8,39.3
259,2017-11-02 19:10:00,4.471,0.481,1008.6,68.9,68.9,71.7,28.5,40.0
260,2017-11-02 19:20:00,4.323,0.145,1008.8,70.3,71.7,74.5,28.3,41.1
261,2017-11-02 19:30:00,4.186,0.229,1009.0,73.1,71.7,73.1,28.1,42.2
262,2017-11-02 19:40:00,4.729,0.47,1009.1,64.7,61.9,64.7,28.0,44.4
263,2017-11-02 19:50:00,4.338,0.271,1009.2,64.7,61.9,60.5,27.5,44.6
264,2017-11-02 20:00:00,4.925,0.41,1009.2,60.5,53.4,49.2,27.5,44.6
265,2017-11-02 20:10:00,5.819,0.205,1009.3,61.9,52.0,46.4,27.3,43.3
266,2017-11-02 20:20:00,5.696,0.145,1009.4,60.5,54.8,47.8,27.3,41.3
267,2017-11-02 20:30:00,5.632,0.102,1009.5,60.5,52.0,46.4,27.0,40.3
268,2017-11-02 20:40:00,5.775,0.177,1009.5,56.3,49.2,43.6,27.0,40.9
269,2017-11-02 20:50:00,5.811,0.0,1009.5,56.3,49.2,42.2,26.6,41.0
270,2017-11-02 21:00:00,5.824,0.102,1009.6,59.1,49.2,42.2,26.3,40.3
271,2017-11-02 21:10:00,5.873,0.177,1009.6,60.5,50.6,40.8,26.3,39.1
272,2017-11-02 21:20:00,6.042,0.102,1009.6,61.9,52.0,40.8,26.2,37.7
273,2017-11-02 21:30:00,5.794,0.177,1009.5,56.3,49.2,38.0,25.9,38.1
274,2017-11-02 21:40:00,5.527,0.177,1009.5,54.8,46.4,36.6,25.4,38.9
275,2017-11-02 21:50:00,5.571,0.205,1009.5,52.0,45.0,32.3,25.3,38.3
276,2017-11-02 22:00:00,5.549,0.177,1009.5,49.2,42.2,29.5,25.2,38.6
277,2017-11-02 22:10:00,5.524,0.29,1009.6,49.2,42.2,28.1,25.1,38.8
278,2017-11-02 22:20:00,5.797,0.102,1009.5,50.6,40.8,19.7,25.1,39.7
279,2017-11-02 22:30:00,5.973,0.177,1009.5,47.8,39.4,19.7,23.8,44.9
280,2017-11-02 22:40:00,5.868,0.145,1009.5,45.0,38.0,25.3,23.2,47.1
281,2017-11-02 22:50:00,6.094,0.229,1009.4,47.8,39.4,26.7,22.7,48.0
282,2017-11-02 23:00:00,6.271,0.458,1009.3,53.4,42.2,22.5,23.1,45.9
283,2017-11-02 23:10:00,6.317,0.251,1009.3,56.3,47.8,25.3,23.1,46.6
284,2017-11-02 23:20:00,6.499,0.29,1009.2,54.8,45.0,28.1,22.7,47.2
285,2017-11-02 23:30:00,6.344,0.205,1009.1,53.4,42.2,26.7,23.0,45.7
286,2017-11-02 23:40:00,6.924,0.29,1009.0,49.2,42.2,30.9,23.3,44.1
287,2017-11-02 23:50:00,7.103,0.102,1008.9,47.8,39.4,29.5,23.5,44.1
288,2017-11-03 00:00:00,7.218,0.145,1008.8,45.0,38.0,25.3,23.2,44.8
