index,Date/Time,100m_N Avg [m/s],100m_N Std [m/s],Pressure [mbar],98m WV [°],78m WV [°],48m WV [°],Temp 5m [°C],Hum 5m [%]
38701,2018-07-27 18:10:00,10.806,0.78,998.6,241.9,236.3,232.0,27.3,87.6
38702,2018-07-27 18:20:00,10.506,1.009,998.7,243.3,237.7,234.8,27.1,88.0
38703,2018-07-27 18:30:00,10.074,1.03,998.8,240.5,236.3,233.4,27.1,88.5
38704,2018-07-27 18:40:00,10.239,0.993,998.8,241.9,236.3,233.4,27.0,88.9
38705,2018-07-27 18:50:00,10.673,0.961,998.8,243.3,239.1,236.3,27.0,88.7
38706,2018-07-27 19:00:00,9.956,0.911,998.9,241.9,236.3,234.8,27.0,88.9
38707,2018-07-27 19:10:00,10.968,1.014,999.0,240.5,234.8,232.0,27.0,89.1
38708,2018-07-27 19:20:00,10.546,1.132,999.2,241.9,236.3,233.4,26.9,88.9
38709,2018-07-27 19:30:00,10.882,0.95,999.3,240.5,234.8,232.0,26.9,88.7
38710,2018-07-27 19:40:00,10.182,0.939,999.5,240.5,234.8,232.0,26.9,89.4
38711,2018-07-27 19:50:00,10.221,0.71,999.5,240.5,234.8,232.0,26.9,89.7
38712,2018-07-27 20:00:00,9.981,0.999,999.5,243.3,237.7,234.8,26.8,89.7
38713,2018-07-27 20:10:00,10.489,0.845,999.6,241.9,236.3,234.8,26.8,89.4
38714,2018-07-27 20:20:00,10.283,0.672,999.7,240.5,234.8,232.0,26.8,89.8
38715,2018-07-27 20:30:00,10.411,0.695,999.9,240.5,236.3,233.4,26.8,89.5
38716,2018-07-27 20:40:00,10.737,0.753,1000.0,240.5,234.8,232.0,26.8,89.2
38717,2018-07-27 20:50:00,9.91,0.57,1000.1,237.7,232.0,229.2,26.9,89.7
38718,2018-07-27 21:00:00,10.369,0.928,1000.1,239.1,233.4,230.6,26.8,90.0
38719,2018-07-27 21:10:00,10.555,0.71,1000.2,241.9,236.3,233.4,26.8,89.2
38720,2018-07-27 21:20:00,9.824,0.561,1000.3,237.7,232.0,229.2,26.8,90.0
38721,2018-07-27 21:30:00,10.16,0.58,1000.3,236.3,232.0,229.2,26.8,90.3
38722,2018-07-27 21:40:00,9.831,0.561,1000.3,234.8,229.2,227.8,26.8,90.3
38723,2018-07-27 21:50:00,10.248,0.57,1000.3,236.3,230.6,227.8,26.8,90.6
38724,2018-07-27 22:00:00,10.477,0.542,1000.3,239.1,234.8,233.4,26.6,90.0
38725,2018-07-27 22:10:00,10.56,0.687,1000.4,239.1,234.8,232.0,26.6,90.0
38726,2018-07-27 22:20:00,10.241,0.687,1000.5,239.1,233.4,232.0,26.6,90.2
38727,2018-07-27 22:30:00,10.447,0.597,1000.5,236.3,230.6,229.2,26.6,90.3
38728,2018-07-27 22:40:00,10.921,0.615,1000.6,234.8,230.6,227.8,26.8,90.3
38729,2018-07-27 22:50:00,10.887,0.512,1000.6,237.7,232.0,229.2,26.6,90.3
38730,2018-07-27 23:00:00,10.44,0.64,1000.7,236.3,232.0,229.2,26.6,90.6
38731,2018-07-27 23:10:00,11.383,0.687,1000.8,233.4,229.2,226.4,26.8,90.3
38732,2018-07-27 23:20:00,11.091,0.589,1000.6,237.7,232.0,230.6,26.6,90.3
38733,2018-07-27 23:30:00,10.744,0.458,1000.6,239.1,233.4,232.0,26.6,90.7
38734,2018-07-27 23:40:00,10.543,0.481,1000.6,240.5,234.8,232.0,26.6,90.9
38735,2018-07-27 23:50:00,10.19,0.702,1000.6,240.5,236.3,233.4,26.6,91.1
38736,2018-07-28 00:00:00,9.76,0.695,1000.5,241.9,237.7,234.8,26.6,91.1
38737,2018-07-28 00:10:00,9.549,0.695,1000.5,241.9,237.7,234.8,26.6,91.1
38738,2018-07-28 00:20:00,9.895,0.71,1000.3,243.3,237.7,234.8,26.6,91.1
38739,2018-07-28 00:30:00,9.954,0.739,1000.2,241.9,237.7,234.8,26.6,91.2
38740,2018-07-28 00:40:00,10.386,0.826,1000.0,241.9,237.7,234.8,26.5,91.2
38741,2018-07-28 00:50:00,11.054,0.857,999.9,243.3,239.1,236.3,26.5,90.6
38742,2018-07-28 01:00:00,11.724,0.78,999.8,243.3,239.1,236.3,26.5,90.2
38743,2018-07-28 01:10:00,11.849,0.8,999.7,246.1,241.9,239.1,26.5,90.5
38744,2018-07-28 01:20:00,11.353,0.767,999.5,246.1,241.9,239.1,26.5,90.6
38745,2018-07-28 01:30:00,12.122,0.767,999.4,246.1,241.9,239.1,26.5,90.9
38746,2018-07-28 01:40:00,12.503,0.725,999.2,247.5,243.3,240.5,26.5,91.1
38747,2018-07-28 01:50:00,12.647,0.672,999.0,247.5,243.3,241.9,26.5,90.8
38748,2018-07-28 02:00:00,11.734,0.863,998.9,247.5,243.3,240.5,26.5,90.9
38749,2018-07-28 02:10:00,11.744,0.664,998.9,248.9,243.3,240.5,26.4,91.4
38750,2018-07-28 02:20:00,11.071,1.055,998.9,247.5,243.3,240.5,26.4,91.6
38751,2018-07-28 02:30:00,11.631,0.64,998.8,246.1,241.9,239.1,26.4,91.4
38752,2018-07-28 02:40:00,11.196,0.695,998.9,246.1,240.5,239.1,26.4,91.4
38753,2018-07-28 02:50:00,11.258,0.717,998.8,246.1,241.9,239.1,26.4,91.4
38754,2018-07-28 03:00:00,10.742,0.615,998.7,246.1,240.5,237.7,26.4,91.4
38755,2018-07-28 03:10:00,10.155,0.502,998.7,244.7,239.1,236.3,26.4,91.7
38756,2018-07-28 03:20:00,10.202,0.606,998.7,243.3,239.1,236.3,26.4,91.6
38757,2018-07-28 03:30:00,10.167,0.702,998.7,243.3,237.7,236.3,26.4,91.4
38758,2018-07-28 03:40:00,10.668,0.648,998.6,244.7,240.5,236.3,26.4,90.9
38759,2018-07-28 03:50:00,10.789,0.687,998.5,246.1,240.5,237.7,26.4,90.3
38760,2018-07-28 04:00:00,10.715,0.68,998.5,244.7,239.1,237.7,26.5,90.3
38761,2018-07-28 04:10:00,10.447,0.695,998.4,244.7,240.5,237.7,26.5,90.7
38762,2018-07-28 04:20:00,10.853,0.78,998.3,244.7,240.5,237.7,26.4,90.5
38763,2018-07-28 04:30:00,10.555,0.807,998.4,241.9,236.3,234.8,26.5,90.6
38764,2018-07-28 04:40:00,10.577,0.732,998.3,241.9,237.7,234.8,26.4,90.8
38765,2018-07-28 04:50:00,10.87,0.702,998.3,241.9,236.3,233.4,26.4,90.3
38766,2018-07-28 05:00:00,10.649,0.702,998.3,236.3,230.6,229.2,26.5,90.6
38767,2018-07-28 05:10:00,11.032,0.807,998.3,241.9,234.8,233.4,26.4,90.5
38768,2018-07-28 05:20:00,10.975,0.695,998.3,241.9,236.3,234.8,26.4,90.2
38769,2018-07-28 05:30:00,11.675,0.8,998.4,239.1,234.8,232.0,26.4,90.3
38770,2018-07-28 05:40:00,11.768,0.695,998.5,239.1,233.4,232.0,26.4,90.0
38771,2018-07-28 05:50:00,11.081,0.875,998.7,240.5,236.3,233.4,26.5,89.8
38772,2018-07-28 06:00:00,10.6,0.623,998.8,239.1,233.4,230.6,26.5,90.5
38773,2018-07-28 06:10:00,10.499,0.746,998.8,240.5,234.8,232.0,26.4,90.7
38774,2018-07-28 06:20:00,10.118,0.845,998.9,241.9,236.3,233.4,26.4,90.9
38775,2018-07-28 06:30:00,10.207,0.857,999.0,241.9,236.3,233.4,26.4,90.8
38776,2018-07-28 06:40:00,10.153,0.64,999.1,239.1,233.4,232.0,26.5,90.8
38777,2018-07-28 06:50:00,9.927,0.597,999.1,239.1,233.4,230.6,26.5,90.8
38778,2018-07-28 07:00:00,9.531,0.648,999.1,241.9,236.3,233.4,26.5,90.7
38779,2018-07-28 07:10:00,9.576,0.794,999.3,239.1,233.4,232.0,26.5,90.7
38780,2018-07-28 07:20:00,10.153,0.71,999.5,237.7,233.4,230.6,26.5,90.6
38781,2018-07-28 07:30:00,10.241,0.672,999.6,236.3,230.6,227.8,26.6,90.6
38782,2018-07-28 07:40:00,10.501,0.826,999.6,240.5,236.3,233.4,26.6,90.3
38783,2018-07-28 07:50:00,10.339,0.739,999.6,243.3,237.7,234.8,26.6,89.8
38784,2018-07-28 08:00:00,10.109,0.794,999.7,240.5,236.3,232.0,26.8,89.6
38785,2018-07-28 08:10:00,9.458,0.606,999.8,240.5,234.8,232.0,26.8,89.8
38786,2018-07-28 08:20:00,9.9,0.832,999.8,240.5,234.8,232.0,26.8,89.8
38787,2018-07-28 08:30:00,9.902,0.95,999.8,240.5,234.8,232.0,26.9,90.0
38788,2018-07-28 08:40:00,9.797,0.687,999.9,240.5,233.4,232.0,27.0,89.8
38789,2018-07-28 08:50:00,9.335,0.672,1000.1,239.1,233.4,230.6,27.0,89.5
38790,2018-07-28 09:00:00,9.502,0.911,1000.3,241.9,236.3,233.4,27.0,89.2
38791,2018-07-28 09:10:00,9.954,0.881,1000.3,241.9,236.3,233.4,27.1,88.7
38792,2018-07-28 09:20:00,9.534,0.869,1000.4,240.5,234.8,233.4,27.1,89.0
38793,2018-07-28 09:30:00,9.821,0.702,1000.4,240.5,234.8,232.0,27.3,89.0
38794,2018-07-28 09:40:00,9.819,0.922,1000.5,241.9,236.3,233.4,27.4,88.1
38795,2018-07-28 09:50:00,9.551,1.045,1000.6,241.9,236.3,232.0,27.4,87.6
38796,2018-07-28 10:00:00,9.085,0.911,1000.6,243.3,237.7,233.4,27.4,88.0
38797,2018-07-28 10:10:00,9.635,0.945,1000.8,241.9,237.7,232.0,27.5,88.0
38798,2018-07-28 10:20:00,9.279,1.004,1000.9,241.9,236.3,233.4,27.7,87.2
38799,2018-07-28 10:30:00,9.465,1.506,1000.9,244.7,239.1,237.7,27.7,85.9
38800,2018-07-28 10:40:00,8.827,1.065,1001.0,243.3,239.1,234.8,27.7,86.4
38801,2018-07-28 10:50:00,8.994,1.118,1001.1,241.9,236.3,232.0,28.0,86.3
38802,2018-07-28 11:00:00,9.409,0.977,1001.1,240.5,234.8,229.2,27.9,86.1
38803,2018-07-28 11:10:00,9.173,1.03,1001.2,241.9,234.8,230.6,28.0,85.8
38804,2018-07-28 11:20:00,9.934,0.905,1001.1,239.1,233.4,229.2,27.7,86.2
38805,2018-07-28 11:30:00,10.823,0.447,1001.1,236.3,230.6,226.4,27.7,86.8
38806,2018-07-28 11:40:00,10.907,0.512,1001.1,236.3,230.6,226.4,27.9,86.4
38807,2018-07-28 11:50:00,10.916,0.369,1001.0,234.8,229.2,226.4,27.9,86.4
38808,2018-07-28 12:00:00,10.934,0.532,1001.0,234.8,229.2,226.4,28.1,85.7
38809,2018-07-28 12:10:00,11.01,0.606,1000.8,233.4,229.2,226.4,28.1,85.2
38810,2018-07-28 12:20:00,11.533,0.672,1000.7,234.8,229.2,225.0,28.0,85.4
38811,2018-07-28 12:30:00,11.695,0.502,1000.6,236.3,230.6,226.4,28.0,86.1
38812,2018-07-28 12:40:00,11.238,0.561,1000.6,236.3,230.6,226.4,28.1,85.8
38813,2018-07-28 12:50:00,10.413,0.732,1000.6,240.5,233.4,227.8,28.0,85.6
38814,2018-07-28 13:00:00,10.509,0.863,1000.5,240.5,233.4,227.8,28.0,85.6
38815,2018-07-28 13:10:00,10.762,0.774,1000.4,239.1,232.0,227.8,28.0,85.9
38816,2018-07-28 13:20:00,10.963,0.893,1000.3,240.5,234.8,229.2,28.0,85.6
38817,2018-07-28 13:30:00,11.555,0.552,1000.3,239.1,233.4,229.2,28.0,85.6
38818,2018-07-28 13:40:00,11.427,0.664,1000.2,237.7,230.6,226.4,28.1,85.7
38819,2018-07-28 13:50:00,11.069,0.672,1000.2,237.7,232.0,227.8,28.0,85.9
38820,2018-07-28 14:00:00,10.98,0.845,1000.2,239.1,233.4,229.2,28.0,85.6
38821,2018-07-28 14:10:00,11.398,0.774,1000.0,239.1,233.4,229.2,27.9,85.9
38822,2018-07-28 14:20:00,11.808,0.458,999.9,236.3,230.6,226.4,28.1,86.2
38823,2018-07-28 14:30:00,12.156,0.589,999.9,237.7,232.0,227.8,28.0,86.2
38824,2018-07-28 14:40:00,12.132,0.78,999.7,237.7,232.0,227.8,27.9,86.5
38825,2018-07-28 14:50:00,12.235,0.807,999.7,237.7,230.6,227.8,28.0,86.4
38826,2018-07-28 15:00:00,12.431,0.522,999.6,236.3,230.6,226.4,28.0,86.2
38827,2018-07-28 15:10:00,12.07,0.447,999.5,236.3,230.6,227.8,28.0,86.4
38828,2018-07-28 15:20:00,11.732,0.656,999.5,239.1,233.4,229.2,28.0,86.2
38829,2018-07-28 15:30:00,10.931,0.807,999.5,240.5,233.4,229.2,28.0,86.2
38830,2018-07-28 15:40:00,11.611,0.725,999.3,239.1,233.4,229.2,28.0,86.2
38831,2018-07-28 15:50:00,11.515,0.8,999.3,240.5,234.8,230.6,27.9,86.2
38832,2018-07-28 16:00:00,11.204,0.933,999.1,240.5,234.8,230.6,28.0,86.1
38833,2018-07-28 16:10:00,10.983,0.945,999.1,241.9,234.8,230.6,28.0,86.1
38834,2018-07-28 16:20:00,11.152,1.019,999.0,241.9,236.3,230.6,28.0,85.7
38835,2018-07-28 16:30:00,11.191,0.967,999.0,241.9,236.3,232.0,28.0,86.2
38836,2018-07-28 16:40:00,11.653,0.82,998.9,239.1,233.4,229.2,27.9,86.7
38837,2018-07-28 16:50:00,11.705,0.606,998.9,237.7,232.0,229.2,27.7,87.4
38838,2018-07-28 17:00:00,11.471,0.648,999.0,237.7,230.6,227.8,27.6,87.4
38839,2018-07-28 17:10:00,11.304,0.552,999.0,239.1,232.0,229.2,27.6,87.6
38840,2018-07-28 17:20:00,11.027,0.8,999.0,239.1,233.4,229.2,27.6,88.3
38841,2018-07-28 17:30:00,10.627,1.099,999.0,241.9,234.8,230.6,27.6,88.4
38842,2018-07-28 17:40:00,10.698,0.869,999.0,240.5,234.8,232.0,27.6,88.0
38843,2018-07-28 17:50:00,10.58,0.961,999.1,241.9,236.3,232.0,27.6,88.0
38844,2018-07-28 18:00:00,10.771,0.695,999.2,240.5,234.8,232.0,27.5,88.1
38845,2018-07-28 18:10:00,9.996,0.95,999.3,243.3,236.3,233.4,27.4,88.9
38846,2018-07-28 18:20:00,8.957,1.004,999.5,243.3,239.1,234.8,27.4,89.1
38847,2018-07-28 18:30:00,9.406,1.284,999.5,243.3,239.1,236.3,27.4,88.7
38848,2018-07-28 18:40:00,9.193,1.019,999.6,241.9,236.3,233.4,27.4,89.0
38849,2018-07-28 18:50:00,9.099,1.009,999.7,241.9,236.3,232.0,27.3,89.2
38850,2018-07-28 19:00:00,9.18,0.702,999.7,239.1,233.4,230.6,27.3,89.7
38851,2018-07-28 19:10:00,9.728,0.717,999.7,239.1,234.8,230.6,27.1,90.3
38852,2018-07-28 19:20:00,10.077,0.725,999.8,237.7,232.0,229.2,27.0,90.3
38853,2018-07-28 19:30:00,9.966,0.656,999.9,237.7,233.4,230.6,27.0,90.3
38854,2018-07-28 19:40:00,10.253,0.502,999.9,237.7,232.0,229.2,27.0,90.3
38855,2018-07-28 19:50:00,10.221,0.58,1000.0,233.4,229.2,226.4,27.0,90.6
38856,2018-07-28 20:00:00,10.479,0.532,1000.2,233.4,229.2,226.4,26.9,90.6
38857,2018-07-28 20:10:00,10.597,0.589,1000.3,230.6,226.4,223.6,26.9,90.2
38858,2018-07-28 20:20:00,10.961,0.512,1000.3,233.4,227.8,225.0,26.9,90.0
38859,2018-07-28 20:30:00,11.125,0.623,1000.2,233.4,229.2,226.4,26.9,89.8
38860,2018-07-28 20:40:00,10.494,0.687,1000.3,233.4,227.8,225.0,26.9,89.8
38861,2018-07-28 20:50:00,10.462,1.084,1000.4,234.8,230.6,226.4,26.9,90.1
38862,2018-07-28 21:00:00,10.921,0.57,1000.5,234.8,229.2,227.8,26.9,90.0
38863,2018-07-28 21:10:00,10.165,0.589,1000.8,234.8,229.2,226.4,26.9,90.3
38864,2018-07-28 21:20:00,10.086,0.532,1000.8,233.4,229.2,226.4,26.9,90.6
38865,2018-07-28 21:30:00,9.463,0.47,1001.1,232.0,227.8,225.0,26.9,90.9
38866,2018-07-28 21:40:00,9.64,0.623,1001.1,230.6,226.4,222.2,26.9,90.9
38867,2018-07-28 21:50:00,9.804,0.597,1001.1,230.6,226.4,223.6,26.9,91.1
38868,2018-07-28 22:00:00,10.16,0.47,1001.2,234.8,229.2,226.4,26.9,90.7
38869,2018-07-28 22:10:00,9.595,0.532,1001.2,233.4,227.8,226.4,26.9,90.8
38870,2018-07-28 22:20:00,9.531,0.47,1001.3,233.4,229.2,226.4,26.9,91.2
38871,2018-07-28 22:30:00,9.784,0.481,1001.3,236.3,230.6,227.8,26.9,91.3
38872,2018-07-28 22:40:00,9.88,0.435,1001.3,236.3,230.6,227.8,26.9,91.3
38873,2018-07-28 22:50:00,9.993,0.422,1001.4,232.0,227.8,225.0,26.9,91.6
38874,2018-07-28 23:00:00,10.445,0.47,1001.4,232.0,227.8,225.0,26.8,91.7
38875,2018-07-28 23:10:00,10.025,0.648,1001.4,233.4,227.8,225.0,26.8,91.7
38876,2018-07-28 23:20:00,9.708,0.481,1001.4,234.8,230.6,227.8,26.8,91.8
38877,2018-07-28 23:30:00,10.02,0.502,1001.3,233.4,229.2,226.4,26.8,92.0
38878,2018-07-28 23:40:00,10.401,0.397,1001.2,234.8,230.6,227.8,26.8,91.9
38879,2018-07-28 23:50:00,10.192,0.68,1001.1,236.3,232.0,229.2,26.8,91.8
38880,2018-07-29 00:00:00,10.086,0.58,1001.1,236.3,230.6,229.2,26.8,91.7
38881,2018-07-29 00:10:00,10.28,0.57,1001.1,239.1,234.8,232.0,26.6,91.3
38882,2018-07-29 00:20:00,9.946,0.672,1001.0,239.1,233.4,232.0,26.6,91.3
38883,2018-07-29 00:30:00,9.782,0.589,1000.9,239.1,233.4,230.6,26.6,91.3
38884,2018-07-29 00:40:00,10.018,0.502,1000.9,239.1,233.4,230.6,26.6,91.1
38885,2018-07-29 00:50:00,9.48,0.767,1000.8,243.3,237.7,234.8,26.6,90.9
38886,2018-07-29 01:00:00,9.956,0.664,1000.6,243.3,239.1,236.3,26.6,90.7
38887,2018-07-29 01:10:00,9.838,0.615,1000.5,246.1,240.5,237.7,26.6,90.6
38888,2018-07-29 01:20:00,9.63,0.922,1000.4,243.3,237.7,236.3,26.6,90.2
38889,2018-07-29 01:30:00,9.345,0.71,1000.3,243.3,239.1,236.3,26.6,90.6
38890,2018-07-29 01:40:00,9.129,0.589,1000.2,244.7,240.5,239.1,26.5,91.1
38891,2018-07-29 01:50:00,9.121,0.78,1000.1,244.7,240.5,239.1,26.5,91.4
38892,2018-07-29 02:00:00,9.389,0.732,999.9,246.1,241.9,239.1,26.5,91.4
38893,2018-07-29 02:10:00,9.73,0.8,999.8,248.9,244.7,241.9,26.5,90.9
38894,2018-07-29 02:20:00,9.667,0.656,999.7,248.9,243.3,241.9,26.5,90.7
38895,2018-07-29 02:30:00,8.996,0.774,999.6,247.5,243.3,240.5,26.5,91.1
38896,2018-07-29 02:40:00,9.249,0.899,999.5,248.9,243.3,241.9,26.5,91.2
38897,2018-07-29 02:50:00,9.91,1.009,999.5,247.5,243.3,240.5,26.5,90.8
38898,2018-07-29 03:00:00,10.155,1.247,999.4,250.3,246.1,243.3,26.5,90.2
38899,2018-07-29 03:10:00,9.694,0.999,999.4,247.5,243.3,239.1,26.5,90.3
38900,2018-07-29 03:20:00,9.605,0.753,999.4,247.5,243.3,240.5,26.5,90.6
38901,2018-07-29 03:30:00,10.659,0.863,999.3,247.5,243.3,240.5,26.5,89.7
38902,2018-07-29 03:40:00,10.796,0.972,999.3,248.9,244.7,241.9,26.5,89.0
38903,2018-07-29 03:50:00,9.86,0.826,999.3,247.5,243.3,240.5,26.5,89.0
38904,2018-07-29 04:00:00,9.558,0.687,999.4,246.1,241.9,239.1,26.5,89.5
38905,2018-07-29 04:10:00,9.792,0.911,999.4,244.7,240.5,237.7,26.5,89.2
38906,2018-07-29 04:20:00,9.647,0.702,999.4,246.1,240.5,239.1,26.5,89.4
38907,2018-07-29 04:30:00,10.352,0.905,999.3,246.1,241.9,239.1,26.5,89.1
38908,2018-07-29 04:40:00,10.629,0.851,999.3,246.1,241.9,239.1,26.5,88.9
38909,2018-07-29 04:50:00,10.266,0.863,999.3,247.5,243.3,239.1,26.5,88.3
38910,2018-07-29 05:00:00,10.074,0.702,999.3,247.5,243.3,240.5,26.5,88.3
38911,2018-07-29 05:10:00,9.482,0.794,999.3,247.5,241.9,240.5,26.5,88.3
38912,2018-07-29 05:20:00,9.865,0.64,999.3,246.1,240.5,237.7,26.5,88.3
38913,2018-07-29 05:30:00,9.642,0.58,999.2,244.7,240.5,237.7,26.5,88.4
38914,2018-07-29 05:40:00,8.923,0.774,999.3,243.3,237.7,236.3,26.5,89.1
38915,2018-07-29 05:50:00,8.93,0.753,999.3,246.1,241.9,239.1,26.5,89.5
38916,2018-07-29 06:00:00,10.172,0.64,999.3,244.7,240.5,237.7,26.4,88.9
38917,2018-07-29 06:10:00,9.804,0.857,999.5,248.9,243.3,240.5,26.5,88.3
38918,2018-07-29 06:20:00,9.806,0.76,999.5,248.9,244.7,243.3,26.5,87.9
38919,2018-07-29 06:30:00,8.962,0.851,999.6,248.9,244.7,241.9,26.5,88.1
38920,2018-07-29 06:40:00,9.153,0.893,999.7,247.5,243.3,240.5,26.5,88.5
38921,2018-07-29 06:50:00,8.625,0.977,999.8,247.5,241.9,239.1,26.5,88.7
38922,2018-07-29 07:00:00,8.078,0.939,999.9,246.1,241.9,239.1,26.6,89.0
38923,2018-07-29 07:10:00,8.986,1.127,1000.0,240.5,236.3,233.4,26.5,89.1
38924,2018-07-29 07:20:00,7.918,1.715,1000.0,248.9,246.1,246.1,26.5,89.4
38925,2018-07-29 07:30:00,9.571,0.702,1000.1,246.1,240.5,239.1,26.5,89.7
38926,2018-07-29 07:40:00,9.374,0.928,1000.2,241.9,236.3,234.8,26.6,89.7
38927,2018-07-29 07:50:00,9.674,0.774,1000.3,240.5,236.3,233.4,26.6,89.1
38928,2018-07-29 08:00:00,9.784,0.905,1000.4,239.1,233.4,229.2,26.8,88.4
38929,2018-07-29 08:10:00,9.878,1.668,1000.5,239.1,234.8,232.0,26.8,88.3
38930,2018-07-29 08:20:00,9.006,0.774,1000.6,244.7,239.1,237.7,26.8,88.1
38931,2018-07-29 08:30:00,9.124,0.807,1000.8,244.7,240.5,237.7,26.9,88.6
38932,2018-07-29 08:40:00,8.498,0.899,1000.8,243.3,239.1,237.7,26.8,89.1
38933,2018-07-29 08:50:00,8.716,0.739,1000.8,246.1,240.5,236.3,26.9,89.1
38934,2018-07-29 09:00:00,9.286,0.725,1000.8,240.5,233.4,230.6,27.0,88.5
38935,2018-07-29 09:10:00,10.165,0.717,1000.8,239.1,233.4,230.6,27.0,88.5
38936,2018-07-29 09:20:00,9.588,0.961,1000.8,241.9,237.7,234.8,27.1,87.5
38937,2018-07-29 09:30:00,8.753,0.945,1000.9,240.5,236.3,233.4,27.3,87.2
38938,2018-07-29 09:40:00,9.043,0.725,1001.1,239.1,233.4,230.6,27.3,87.3
38939,2018-07-29 09:50:00,9.035,0.47,1001.2,233.4,227.8,225.0,27.3,87.6
38940,2018-07-29 10:00:00,8.819,1.488,1001.3,232.0,226.4,225.0,27.3,88.1
38941,2018-07-29 10:10:00,11.624,0.695,1001.2,234.8,230.6,227.8,27.4,86.8
38942,2018-07-29 10:20:00,11.26,0.481,1001.2,234.8,230.6,227.8,27.6,85.3
38943,2018-07-29 10:30:00,10.737,0.561,1001.4,234.8,230.6,227.8,27.6,85.7
38944,2018-07-29 10:40:00,10.457,0.753,1001.5,237.7,232.0,229.2,27.5,86.4
38945,2018-07-29 10:50:00,10.337,0.687,1001.5,237.7,233.4,229.2,27.4,86.8
38946,2018-07-29 11:00:00,10.622,0.672,1001.5,237.7,232.0,229.2,27.4,86.8
38947,2018-07-29 11:10:00,10.582,0.481,1001.5,234.8,230.6,226.4,27.5,86.7
38948,2018-07-29 11:20:00,11.005,0.606,1001.4,234.8,229.2,227.8,27.7,85.9
38949,2018-07-29 11:30:00,11.881,0.615,1001.2,233.4,229.2,226.4,27.7,85.0
38950,2018-07-29 11:40:00,11.665,0.522,1001.2,233.4,229.2,226.4,28.0,84.1
38951,2018-07-29 11:50:00,11.064,0.522,1001.3,233.4,229.2,226.4,28.0,84.6
38952,2018-07-29 12:00:00,10.764,0.491,1001.2,234.8,229.2,226.4,28.2,83.7
38953,2018-07-29 12:10:00,10.811,0.648,1001.0,233.4,227.8,226.4,28.2,83.3
38954,2018-07-29 12:20:00,11.24,0.623,1001.0,230.6,226.4,223.6,28.1,83.9
38955,2018-07-29 12:30:00,11.695,0.435,1000.9,233.4,229.2,226.4,27.9,83.9
38956,2018-07-29 12:40:00,11.179,0.664,1000.8,237.7,232.0,229.2,27.7,85.1
38957,2018-07-29 12:50:00,11.034,0.589,1000.9,236.3,230.6,226.4,27.9,84.6
38958,2018-07-29 13:00:00,11.12,0.512,1000.9,232.0,227.8,225.0,28.0,83.7
38959,2018-07-29 13:10:00,10.803,0.58,1001.0,230.6,226.4,225.0,28.0,84.7
38960,2018-07-29 13:20:00,11.231,0.435,1001.0,233.4,229.2,226.4,28.1,84.7
38961,2018-07-29 13:30:00,11.184,0.589,1001.0,236.3,230.6,226.4,27.9,85.1
38962,2018-07-29 13:40:00,11.135,0.58,1001.0,236.3,230.6,227.8,27.9,84.8
38963,2018-07-29 13:50:00,11.017,0.589,1000.9,239.1,232.0,229.2,27.7,84.7
38964,2018-07-29 14:00:00,10.825,0.615,1001.0,236.3,230.6,227.8,27.7,84.7
38965,2018-07-29 14:10:00,10.56,0.383,1000.9,234.8,230.6,226.4,27.7,85.4
38966,2018-07-29 14:20:00,10.177,0.58,1000.8,237.7,232.0,229.2,27.7,85.6
38967,2018-07-29 14:30:00,10.602,0.447,1000.8,236.3,230.6,227.8,27.7,85.8
38968,2018-07-29 14:40:00,10.676,0.481,1000.7,237.7,232.0,227.8,27.7,85.7
38969,2018-07-29 14:50:00,10.855,0.502,1000.6,236.3,232.0,227.8,27.7,85.2
38970,2018-07-29 15:00:00,10.224,0.58,1000.5,236.3,230.6,229.2,27.7,85.1
38971,2018-07-29 15:10:00,11.331,0.491,1000.4,236.3,230.6,227.8,27.7,85.3
38972,2018-07-29 15:20:00,10.887,0.869,1000.4,237.7,233.4,229.2,27.7,84.5
38973,2018-07-29 15:30:00,10.435,0.695,1000.3,237.7,232.0,229.2,27.9,83.4
38974,2018-07-29 15:40:00,10.914,0.774,1000.2,237.7,232.0,227.8,27.7,83.1
38975,2018-07-29 15:50:00,10.752,0.656,1000.2,237.7,232.0,230.6,27.6,82.9
38976,2018-07-29 16:00:00,10.654,0.606,1000.2,237.7,232.0,229.2,27.6,84.0
38977,2018-07-29 16:10:00,10.546,0.597,1000.1,237.7,232.0,229.2,27.6,84.2
38978,2018-07-29 16:20:00,9.976,0.57,1000.0,232.0,227.8,225.0,27.5,85.6
38979,2018-07-29 16:30:00,10.445,0.58,999.9,230.6,226.4,223.6,27.5,85.4
38980,2018-07-29 16:40:00,10.796,0.532,999.8,229.2,225.0,222.2,27.5,85.9
38981,2018-07-29 16:50:00,10.03,0.542,999.7,226.4,222.2,219.4,27.5,86.7
38982,2018-07-29 17:00:00,9.524,0.522,999.7,229.2,223.6,220.8,27.5,87.3
38983,2018-07-29 17:10:00,10.322,0.746,999.7,234.8,229.2,226.4,27.4,87.2
38984,2018-07-29 17:20:00,10.153,0.522,999.6,237.7,232.0,227.8,27.3,86.4
38985,2018-07-29 17:30:00,10.565,0.542,999.5,237.7,232.0,229.2,27.3,86.4
38986,2018-07-29 17:40:00,10.651,0.532,999.5,236.3,230.6,229.2,27.3,86.7
